CLASS_TYPE,CHAR_NAME,CHAR_VALUE,ABBREVIATION,INACTIVE
FINISHED_GOODS,FLAVOR,ORIGINAL FRENCH TOAST MINIS,ORIG FRNCH TST MINIS,NULL
FINISHED_GOODS,FLAVOR,ORIGINAL FRENCH TOASTER STICKS,ORIG FRNCH TSTER STICKS,NULL
FINISHED_GOODS,FLAVOR,ORIGINAL GAME DAY,ORIG GM DY,NULL
FINISHED_GOODS,FLAVOR,ORIGINAL GRAPE,ORIG GRP,
FINISHED_GOODS,FLAVOR,ORIGINAL HALLOWEEN,ORG HLWN,NULL
FINISHED_GOODS,FLAVOR,ORIGINAL JUMBO SAUSAGE,ORG JMBO SSG,NULL
FINISHED_GOODS,FLAVOR,ORIGINAL M&M MINIS,ORIG M&M,
FINISHED_GOODS,FLAVOR,ORIGINAL MANGO,ORIG MANG,
FINISHED_GOODS,FLAVOR,ORIGINAL MINECRAFT,ORIG MNCRFT,NULL
FINISHED_GOODS,FLAVOR,ORIGINAL PANCAKE SAUSAGE STICK,ORIG PANCAKE SS STCK,NULL
FINISHED_GOODS,FLAVOR,ORIGINAL RASPBERRY,ORIG RSPBRRY,
FINISHED_GOODS,FLAVOR,ORIGINAL STRAWBERRY,ORIG STRWBRRY,
FINISHED_GOODS,FLAVOR,ORIGINAL THICK & FLUFFY,ORIG THCK & FLUFFY,
FINISHED_GOODS,FLAVOR,ORIGINAL WITH GEMS,ORIG W GEMS,NULL
FINISHED_GOODS,FLAVOR,ORIGINAL WITH M&M,ORIG W M&M,
FINISHED_GOODS,FLAVOR,ORIGINAL WITH RED SPRINKLES,ORIG W RED SPRNKLS,NULL
FINISHED_GOODS,FLAVOR,ORIGINAL WITH SPRINKLES,ORIG W/ SPRNKLS,NULL
FINISHED_GOODS,FLAVOR,ORIGINAL WTH RAINBOW SPRINKLES,ORIG W RNBW SPRNKLS,NULL
FINISHED_GOODS,FLAVOR,OYSTER,OYSTER,
FINISHED_GOODS,FLAVOR,PANCAKE BUTTERMILK,BUTRMLK,
FINISHED_GOODS,FLAVOR,PAPRIKA,PAPRIKA,NULL
FINISHED_GOODS,FLAVOR,PARM GARLIC,PARM GRLC,
FINISHED_GOODS,FLAVOR,PARMESAN & ROASTED GARLIC,PARM RSTD GRLC,
FINISHED_GOODS,FLAVOR,PARMESAN GARLIC,PARM GRLC,
FINISHED_GOODS,FLAVOR,PARMESAN RANCH,PARM RNCH,
FINISHED_GOODS,FLAVOR,PARTY PACK,PARTY PK,
FINISHED_GOODS,FLAVOR,PAW PATROL,PW PTRL,
FINISHED_GOODS,FLAVOR,PAW PATROL HOMESTYLE,PW PTRL HMSTYL,
FINISHED_GOODS,FLAVOR,PB & J,PB&J,
FINISHED_GOODS,FLAVOR,PB FUDGE STICKS,PB FDG,
FINISHED_GOODS,FLAVOR,PB&J,PB&J,
FINISHED_GOODS,FLAVOR,PCN SHRTBRD,PCN SHRTBRD,
FINISHED_GOODS,FLAVOR,PEACH COBBLER,PCH CBLR,NULL
FINISHED_GOODS,FLAVOR,PEACHES & CREME,PCHS CRM,NULL
FINISHED_GOODS,FLAVOR,PEANUT,PNT,
FINISHED_GOODS,FLAVOR,PEANUT & DARK CHOCOLATE,PNT & DK CHOC,
FINISHED_GOODS,FLAVOR,PEANUT BUTTER,PB,
FINISHED_GOODS,FLAVOR,PEANUT BUTTER & BERRIES,PB BRY,NULL
FINISHED_GOODS,FLAVOR,PEANUT BUTTER AND FUDGE,PB & FDG,
FINISHED_GOODS,FLAVOR,PEANUT BUTTER BANANA,PB BNA,NULL
FINISHED_GOODS,FLAVOR,PEANUT BUTTER CHOCOLATE,PB CHOC,
FINISHED_GOODS,FLAVOR,PEANUT BUTTER CHOCOLATE CHIP,PB CHOC CHIP,
FINISHED_GOODS,FLAVOR,PEANUT BUTTER COOKIE DOUGH,PB COOK DGH,
FINISHED_GOODS,FLAVOR,PEANUT BUTTER CUPS,PB CUP,
FINISHED_GOODS,FLAVOR,PEANUT BUTTER DARK CHOCOLATE,PB DRK CHOC,NULL
FINISHED_GOODS,FLAVOR,PEANUT BUTTER STRAWBERRY," PB STRWBRRY",NULL
FINISHED_GOODS,FLAVOR,PEANUT BUTTER TOAST,PB TST,
FINISHED_GOODS,FLAVOR,PEANUT BUTTER VANILLA,PEANUT BUTTER VANILLA,NULL
FINISHED_GOODS,FLAVOR,PECAN,PCN,
FINISHED_GOODS,FLAVOR,PECAN ALLERGEN,PCN ALLERGEN,
FINISHED_GOODS,FLAVOR,PEPPER JACK,PPPRJK,
FINISHED_GOODS,FLAVOR,PEPPERONI,PPPRNI,
FINISHED_GOODS,FLAVOR,PEPPERONI & CHEESE PIZZA,PPPRNI & CHSE PIZZA,NULL
FINISHED_GOODS,FLAVOR,PESTO & MOZZARELLA,PSTO & MOZZ,NULL
FINISHED_GOODS,FLAVOR,PHILLY CHEESE STEAK,PHILLY CHSE,
FINISHED_GOODS,FLAVOR,PINEAPPLE HABANERO,US PNPPLE HBNRO,NULL
FINISHED_GOODS,FLAVOR,PINEAPPLE PASSION,PINEAPP PSSN,NULL
FINISHED_GOODS,FLAVOR,PINK LEMONADE,PINK LEMNADE,
FINISHED_GOODS,FLAVOR,PITA,PITA,
FINISHED_GOODS,FLAVOR,PIZZA,PIZZA,
FINISHED_GOODS,FLAVOR,PLAIN,PLAIN,
FINISHED_GOODS,FLAVOR,POPCORN CHICKEN CAULIFLOWER,PPCRN CHKN CAULI,NULL
FINISHED_GOODS,FLAVOR,POPPY & SESAME,PPPY SSME,
FINISHED_GOODS,FLAVOR,PORTABELLA,PRTBL,
FINISHED_GOODS,FLAVOR,POTATO GRATIN,POTATO GRATIN,
FINISHED_GOODS,FLAVOR,PRETZEL CINNAMON SUGAR,PRTZL CINN SGR,
FINISHED_GOODS,FLAVOR,PRETZEL SALTED CARAMEL,PZL SLTD CRML,NULL
FINISHED_GOODS,FLAVOR,PRINGLES ORIGINAL,PRG ORG,NULL
FINISHED_GOODS,FLAVOR,PROSAGE LINKS,PROSAGE,
FINISHED_GOODS,FLAVOR,PROSAGE ROLL,PROSAGE,
FINISHED_GOODS,FLAVOR,PROTEIN BLUEBERRY,PRTN BLUBRRY,NULL
FINISHED_GOODS,FLAVOR,PROTEIN BUTTERMILK VANILLA,PRTN BTRMLK VNLA,NULL
FINISHED_GOODS,FLAVOR,PROTEIN CHOCOLATE CHIP BROWNIE,PRTN CHOC CHP BRWNIE,NULL
FINISHED_GOODS,FLAVOR,PROTEIN CINNAMON,PRTN CINN,NULL
FINISHED_GOODS,FLAVOR,PROTEIN STRAWBERRY BLAST,PRTN STRWBRRY BLST,NULL
FINISHED_GOODS,FLAVOR,PROTEIN STRAWBERRY DELIGHT,PRTN STRWBRRY DLGHT,NULL
FINISHED_GOODS,FLAVOR,PROTEIN VANILLA,PRTN VNLA,NULL
FINISHED_GOODS,FLAVOR,PT WG CINN KBLR ORIG GRHMS,PT WG CINN KBLR ORG GRHM,
FINISHED_GOODS,FLAVOR,PUFFD DOUBLE CHEESE,PFD DB CH,NULL
FINISHED_GOODS,FLAVOR,PUFFD SCORCHIN' HOT CHEDDAR,PFD SCRCHN HT CHDR,NULL
FINISHED_GOODS,FLAVOR,PUFFD WHITE CHEDDAR,PFD WH CHDR,NULL
FINISHED_GOODS,FLAVOR,PUFFED,PFFD,
FINISHED_GOODS,FLAVOR,PUMPKIN PIE,PMKN PIE,
FINISHED_GOODS,FLAVOR,PUMPKIN SPICE,PMKN SPCE,
FINISHED_GOODS,FLAVOR,PUMPKIN SPICE PEANUT BUTTER,PMKN SPC PB,NULL
FINISHED_GOODS,FLAVOR,QUESO,QSO,
FINISHED_GOODS,FLAVOR,QUESO FUNDIDO,QSO FND,
FINISHED_GOODS,FLAVOR,RAINBOW,RAINB,
FINISHED_GOODS,FLAVOR,RAINBOW COOKIE SANDWICH,RAINB COOK SAND,
FINISHED_GOODS,FLAVOR,RANCH,RNCH,
FINISHED_GOODS,FLAVOR,RASPBERRY,RSPBRRY,
FINISHED_GOODS,FLAVOR,RASPBERRY DARK CHOC HAZELNUT,RSPBRRY DK CHOC HZLNT,NULL
FINISHED_GOODS,FLAVOR,RASPBERRY LEMONADE,RSPBRRY LMND,
FINISHED_GOODS,FLAVOR,RED BERRIES,RED BER,
FINISHED_GOODS,FLAVOR,RED VELVET,RED VLVT,
FINISHED_GOODS,FLAVOR,RED VELVET CUPCAKE,RD VLVT CPCK,NULL
FINISHED_GOODS,FLAVOR,RED WHITE & BLUE BERRY,RED WHITE & BLUE BERRY,NULL
FINISHED_GOODS,FLAVOR,RED WHITE & BLUEBERRY,RED WHT BB,
FINISHED_GOODS,FLAVOR,REDUCED FAT,RED FAT,
FINISHED_GOODS,FLAVOR,REDUCED FAT ORIGINAL,RED FAT ORIG,
FINISHED_GOODS,FLAVOR,REDUCED FAT WHITE CHEDDAR,RED FAT WHT CHDR,
FINISHED_GOODS,FLAVOR,ROASTED GARLIC,RSTD GRLC,
FINISHED_GOODS,FLAVOR,ROASTED GARLIC AND QUINOA,RSTD GRLC QUNOA,
FINISHED_GOODS,FLAVOR,"ROASTED RED PEPPER & GARLIC ",RST RDPPR GRLC,NULL
FINISHED_GOODS,FLAVOR,ROJO,RJO,NULL
FINISHED_GOODS,FLAVOR,ROOT BEER,RT BR,
FINISHED_GOODS,FLAVOR,ROSEMARY,RSMRY,
FINISHED_GOODS,FLAVOR,ROSEMARY AND OLIVE OIL,RSMRY OLVOL,
FINISHED_GOODS,FLAVOR,ROTATIONAL,ROTATIONAL,
FINISHED_GOODS,FLAVOR,ROTISSIERE CHICKEN,ROTISS CHKN,
FINISHED_GOODS,FLAVOR,ROYAL THAI CURRY,RYL TH CRRY,NULL
FINISHED_GOODS,FLAVOR,RYANS WORLD SNACK & SURPRISE,RYN WRLD SNK & SRPRS,NULL
FINISHED_GOODS,FLAVOR,S’MORES,S’MORES,
FINISHED_GOODS,FLAVOR,SALAD WAFER,SALAD WFR,
FINISHED_GOODS,FLAVOR,SALSA DE CHILE HABANERO,SALSA DE CHL HABNRO,
FINISHED_GOODS,FLAVOR,SALSA PITA,SALSA PITA,
FINISHED_GOODS,FLAVOR,SALT & VINEGAR,SLT VNGR,
FINISHED_GOODS,FLAVOR,SALT AND VINEGAR,SLT VNGR,
FINISHED_GOODS,FLAVOR,SALTED CARAMEL CHOCOLATE,SLTD CRML CHC,
FINISHED_GOODS,FLAVOR,SALTED CARAMEL PRETZEL CRISP,SLT CRM PTZL CRSP,NULL
FINISHED_GOODS,FLAVOR,SALTED PRETZEL CHOCOLATE,SLTD PRTZL CHC,
FINISHED_GOODS,FLAVOR,SALTED TOFFEE,SLTD TFFE,
FINISHED_GOODS,FLAVOR,SALTINES,SALTINE,
FINISHED_GOODS,FLAVOR,SALTY EXPLORER VARIETY,SALTY EXPLORER VARIETY,NULL
FINISHED_GOODS,FLAVOR,SANTE FE,SANTE FE,
FINISHED_GOODS,FLAVOR,SAUSAGE,SSG,
FINISHED_GOODS,FLAVOR,SAUSAGE CRUMBLES,SSG CRMBLS,
FINISHED_GOODS,FLAVOR,SAUSAGE EGG & CHEESE,SSG EGG & CHS,NULL
FINISHED_GOODS,FLAVOR,SAUSAGE EGG & CHEESE SANDWICH,SAUSAGE EGG & CHEESE SANDWICH,NULL
FINISHED_GOODS,FLAVOR,SAUSAGE LINKS,SSG LNKS,
FINISHED_GOODS,FLAVOR,SAUSAGE PATTIES,SSG PATS,
FINISHED_GOODS,FLAVOR,SAUSAGE STYLE CRUMBLES,SSG STL CRMBLS,
FINISHED_GOODS,FLAVOR,SC CHILE LIMON,SC CHL LMN,NULL
FINISHED_GOODS,FLAVOR,SC CREMA CBLA,SC CRM CBLA,NULL
FINISHED_GOODS,FLAVOR,SC SAL DE MAR,SC SAL DE MAR,NULL
FINISHED_GOODS,FLAVOR,SCOOBY CHOC BONES,SCOOBY CHOC BNS,
FINISHED_GOODS,FLAVOR,SCOOBY CINN GRHM BONES,SCBY CIN GRHM BNS,NULL
FINISHED_GOODS,FLAVOR,SCOOBY DOO,SCOOBY DOO,
FINISHED_GOODS,FLAVOR,SCOOBY-DOO CINN GRHM STICKS,SCOOBY CINN GRHM STX,
FINISHED_GOODS,FLAVOR,SCOOBY-DOO HONEY GRHM STICKS,SCOOBY HNY GRHM STX,
FINISHED_GOODS,FLAVOR,SCOOBYDOO CIN GRHM STICKS,SCOOBY CINN GRHM STX,
FINISHED_GOODS,FLAVOR,SCORCHIN' BBQ,SCRCHN BBQ,NULL
FINISHED_GOODS,FLAVOR,SCORCHIN' BUFFALO,SCRCHN BUFFLO,NULL
FINISHED_GOODS,FLAVOR,SCORCHIN' CHEDDAR,SCRCHN CHDR,NULL
FINISHED_GOODS,FLAVOR,SCORCHIN' CHEESE,SCRCHN CH,NULL
FINISHED_GOODS,FLAVOR,SCORCHIN' CHILI & LIME,SCRCHN CH&LM,NULL
FINISHED_GOODS,FLAVOR,SCORCHIN' HOT CHEDDAR,SCRCHN HT CHDR,
FINISHED_GOODS,FLAVOR,SCORCHIN' PIZZA,SCRCHN PIZZA,NULL
FINISHED_GOODS,FLAVOR,SCORCHIN' SOUR CREAM & ONION,US SCRCHN SCO,NULL
FINISHED_GOODS,FLAVOR,SCORCHIN' ULTIMATE NACHOS,SCRCHN ULT NCHO,NULL
FINISHED_GOODS,FLAVOR,SCRABBLE JR,SCRBL JR,
FINISHED_GOODS,FLAVOR,SCREAMING DILL,SCRMNG DLL,
FINISHED_GOODS,FLAVOR,SEA SALT,SSLT,
FINISHED_GOODS,FLAVOR,SEA SALT BALSMIC VINEGAR,SS BLSMC VNGR,NULL
FINISHED_GOODS,FLAVOR,SEA SALT CARAMEL AND NUTS,SSLT CRML NUTS,
FINISHED_GOODS,FLAVOR,SEA SALT PITA CRISP,SSLT PT CRSP,
FINISHED_GOODS,FLAVOR,SEA SALT WHITE CHOCOLATE,SSLT WHT CHOC,
FINISHED_GOODS,FLAVOR,SESAME,SESAME,
FINISHED_GOODS,FLAVOR,SESAME TOAST,SESAME TST,
FINISHED_GOODS,FLAVOR,SHARP WHITE CHEDDAR,SHRP WHT CHDR,NULL
FINISHED_GOODS,FLAVOR,SHARP WHITE CHEDDAR & RANCH,SHRP WHT CHDR RNCH,NULL
FINISHED_GOODS,FLAVOR,SHORTBREAD,SHRTBRD,
FINISHED_GOODS,FLAVOR,SICHUAN CHILI CRISP,SCHAN CHL CRSP,NULL
FINISHED_GOODS,FLAVOR,SIMPLY,SIMPLY,
FINISHED_GOODS,FLAVOR,SMOKED CHEDDAR,SMKED CHDR,
FINISHED_GOODS,FLAVOR,SMOKED GOUDA,SMKD GDA,NULL
FINISHED_GOODS,FLAVOR,SMOKED TURKEY,SMKED TRKY,
FINISHED_GOODS,FLAVOR,SMOKEY BACON,SMOKEY BACON,
FINISHED_GOODS,FLAVOR,SMOKEY BBQ,SMKY BBQ,NULL
FINISHED_GOODS,FLAVOR,SMOKY APPLEWOOD CHEDDAR,SMKY APPLWD CHDR,NULL
FINISHED_GOODS,FLAVOR,SMOKY CHEDDAR,SMKY CHDR,NULL
FINISHED_GOODS,FLAVOR,SMOKY MESQUITE BBQ,SMKY MSQTE BBQ,NULL
FINISHED_GOODS,FLAVOR,SMORES,SMORES,
FINISHED_GOODS,FLAVOR,SNACK MIX,SNCK MX,
FINISHED_GOODS,FLAVOR,SNACK MIX DOUBLE CHEESE,SNCK MX DBL CHSE,
FINISHED_GOODS,FLAVOR,SNACK MIX ORIGINAL,SNCK MX ORIG,
FINISHED_GOODS,FLAVOR,SNICKERDOODLE,SNKRDDL,NULL
FINISHED_GOODS,FLAVOR,SOUP & OYSTER,SOUP OYSTER,
FINISHED_GOODS,FLAVOR,SOUPOYSTER S,SOUP OYSTER S,
FINISHED_GOODS,FLAVOR,SOUR CREAM,SC,NULL
FINISHED_GOODS,FLAVOR,SOUR CREAM & CHEDDAR,SC CHDR,
FINISHED_GOODS,FLAVOR,SOUR CREAM & CHIVE,SC CHV,
FINISHED_GOODS,FLAVOR,SOUR CREAM & ONION,SC ONION,
FINISHED_GOODS,FLAVOR,SOUTHWEST,SWEST,NULL
FINISHED_GOODS,FLAVOR,SOUTHWESTERN VEGGIE,SWESTERN VEG,
FINISHED_GOODS,FLAVOR,"SOY ROASTED SEAWEED ",SY RSTD SEAWD,
FINISHED_GOODS,FLAVOR,SPICY,SPCY,
FINISHED_GOODS,FLAVOR,SPICY BLACK BEAN,SPCY BLK BEAN,
FINISHED_GOODS,FLAVOR,SPICY BLACK BEAN CN,SPCY BLK BEAN CN,
FINISHED_GOODS,FLAVOR,SPICY CHICKEN,SPCY CHKN,NULL
FINISHED_GOODS,FLAVOR,SPICY CHIPOTLE BLACK BEAN,SPCY CHPTL BLK BEAN,
FINISHED_GOODS,FLAVOR,SPICY GUACAMOLE,SPCY GCML,NULL
FINISHED_GOODS,FLAVOR,SPICY LOADED NACHOS,SPCY LD NCHS,NULL
FINISHED_GOODS,FLAVOR,SPINACH,SPNCH,
FINISHED_GOODS,FLAVOR,SPLIT STIX,SPLTZ STX,
FINISHED_GOODS,FLAVOR,SPRINKLES,SPRNKLS,NULL
FINISHED_GOODS,FLAVOR,STAKELETS,STKLETS,
FINISHED_GOODS,FLAVOR,STGD GRN PARTY,STGD GRN PARTY,
FINISHED_GOODS,FLAVOR,STI HNY WHTRULETE,STI HNY WHEAT RULETE,
FINISHED_GOODS,FLAVOR,STR & VANILLA NG,STRWBRRY & VAN NG,
FINISHED_GOODS,FLAVOR,STRAWBERRY,STRWBRRY,
FINISHED_GOODS,FLAVOR,STRAWBERRY ACAI,STRWBRRY ACAI,
FINISHED_GOODS,FLAVOR,STRAWBERRY BANANA,STRWBRRY BNA,NULL
FINISHED_GOODS,FLAVOR,STRAWBERRY BANANA BITES,STRAWBERRY BANANA BITES,NULL
FINISHED_GOODS,FLAVOR,STRAWBERRY BLAST BITES,STRBRY BLST BTS,NULL
FINISHED_GOODS,FLAVOR,STRAWBERRY DUNKED,STRWBRRY DNKD,
FINISHED_GOODS,FLAVOR,STRAWBERRY FRUIT CRISP,STRWBRRY FRT CRSP,
FINISHED_GOODS,FLAVOR,STRAWBERRY LOW FAT W WHOLE GRA,STRWBRRY LF WHL,
FINISHED_GOODS,FLAVOR,STRAWBERRY MILKSHAKE,STRWBRRY MLKSHK,
FINISHED_GOODS,FLAVOR,STRAWBERRY PEANUT BUTTER,STRWBRRY PB,NULL
FINISHED_GOODS,FLAVOR,STRAWBERRY SENSATION,STRBY SNSN,NULL
FINISHED_GOODS,FLAVOR,STREET TACOS,ST TACOS,NULL
FINISHED_GOODS,FLAVOR,SUBWAY,SUBWAY,
FINISHED_GOODS,FLAVOR,SUGAR,SGR,
FINISHED_GOODS,FLAVOR,SUGAR COOKIE,SGR COOK,
FINISHED_GOODS,FLAVOR,SUGAR COOKIES,SGR COOK,
FINISHED_GOODS,FLAVOR,SUN DRIED TOMATO BASIL,SUN DRD TMT BSL,
FINISHED_GOODS,FLAVOR,SUSPICIOUS STEW,SPCS STW,NULL
FINISHED_GOODS,FLAVOR,SWEET & SALTY,SWT SLTY,
FINISHED_GOODS,FLAVOR,SWEET & SALTY ADV VARIETY,SWEET & SALTY ADV VARIETY,NULL
FINISHED_GOODS,FLAVOR,SWEET & SPICY BBQ,SWT&SPCY BBQ,
FINISHED_GOODS,FLAVOR,SWEET CHILI SAUCE,SW CHL SCE,NULL
FINISHED_GOODS,FLAVOR,SWEET CORN,SWT CRN,
FINISHED_GOODS,FLAVOR,SWEET HAWAIIAN,SWT HWN,NULL
FINISHED_GOODS,FLAVOR,SWEET HEAT BBQ,SWT HT BBQ,NULL
FINISHED_GOODS,FLAVOR,SWEET MUSTARD,SWT MSTRD,
FINISHED_GOODS,FLAVOR,SWEET SWIRL CUPCAKE,SWEET SWIRL CUPCAKE,NULL
FINISHED_GOODS,FLAVOR,SWT & SLTY SCOOBY-DOO CHEEZ-IT,SWT & SLTY SCOOBY-DOO CHEEZ-IT,NULL
FINISHED_GOODS,FLAVOR,T&F APPLE CINNAMON,TF APL CINN,NULL
FINISHED_GOODS,FLAVOR,T&F BLUEBERRY,TF BLUBRRY,
FINISHED_GOODS,FLAVOR,T&F BLUEBERRY COBBLER,TF BLUBRRY CBBLR,
FINISHED_GOODS,FLAVOR,T&F CINNAMON BROWN SUGAR,TF CINN BRWN SGR,
FINISHED_GOODS,FLAVOR,T&F DARK CHOCOLATE CHIP,TF DRK CC,
FINISHED_GOODS,FLAVOR,T&F DOUBLE CHOCOLATELY,TF DBL CHOCY,
FINISHED_GOODS,FLAVOR,T&F GREEN APPLE,TF GRN APL,NULL
FINISHED_GOODS,FLAVOR,T&F MADAGASCAR VANILLA,TF MDGSCR VAN,NULL
FINISHED_GOODS,FLAVOR,T&F ORIGINAL,TF ORIG,
FINISHED_GOODS,FLAVOR,T&F STRAWBERRY CHEESECAKE,T&F STRWBRRY CHSECAKE,NULL
FINISHED_GOODS,FLAVOR,T&F STRAWBERRY DELIGHT,T&F STRWBRRY DLGHT,NULL
FINISHED_GOODS,FLAVOR,T&F TIRAMISU,TF TRMSU,NULL
FINISHED_GOODS,FLAVOR,T&F WHOLE GRAIN APPLE CINNAMON,T&F WHL GRN APPL CINN,NULL
FINISHED_GOODS,FLAVOR,T&F WHOLE GRAIN BLUEBERRY,T&F WHL GRN BLBRY,NULL
FINISHED_GOODS,FLAVOR,T&F WHOLE GRAIN ORIGINAL,T&F WHL GRN ORG,NULL
FINISHED_GOODS,FLAVOR,TABLE WATER ORIGINAL,TBL WTR ORIG,
FINISHED_GOODS,FLAVOR,TAFFY SANDWICH,TFY SNDWCH,
FINISHED_GOODS,FLAVOR,TAGALONGS,TGLNGS,
FINISHED_GOODS,FLAVOR,TANGY SALT & VINEGAR,TNGY SLT VNGR,NULL
FINISHED_GOODS,FLAVOR,TANGY TOMATO,TNGY TOM,NULL
FINISHED_GOODS,FLAVOR,TEXAS BBQ,TX BBQ,NULL
FINISHED_GOODS,FLAVOR,TEXAS BBQ BRISKET,TX BBQ BRSKT,NULL
FINISHED_GOODS,FLAVOR,THAI GREEN CURRY,TH GRN CRRY,NULL
FINISHED_GOODS,FLAVOR,THAI MASSAMAN,TH MSSMN,NULL
FINISHED_GOODS,FLAVOR,THAI SWEET CHILI,TH SW CHL,NULL
FINISHED_GOODS,FLAVOR,THCK CT BCN APPLEWOOD BLK PPR,"THCK CT BCN APPLEWOOD BLK PPR             ",NULL
FINISHED_GOODS,FLAVOR,TIGER BITES CHOCOLATE,TGR BTS CHOC,NULL
FINISHED_GOODS,FLAVOR,TIGER BITES CINNAMON,TGR BTS CINN,NULL
FINISHED_GOODS,FLAVOR,TIGER BITES ORIGINAL,TGR BTS ORIG,NULL
FINISHED_GOODS,FLAVOR,TOAST & PEANUT BUTTER,TST PB,
FINISHED_GOODS,FLAVOR,TOASTED MEDLY,TSTD MEDLY,
FINISHED_GOODS,FLAVOR,TOASTY CRACKERS W PEANUT BTR,TSTY CRCKR W PB,
FINISHED_GOODS,FLAVOR,TOASTY PBJ,TSTY PBJ,
FINISHED_GOODS,FLAVOR,TOASTY PEANUT BUTTER,TSTY PB,
FINISHED_GOODS,FLAVOR,TOASTY PEANUT BUTTER SSP,TSTY PB SSP,
FINISHED_GOODS,FLAVOR,TOFFEE,TOFFEE,
FINISHED_GOODS,FLAVOR,TOM & BASIL PIZZA,TOM BSIL PIZ,
FINISHED_GOODS,FLAVOR,TOMATO & BASIL PIZZA,TOM BSIL PIZ,
FINISHED_GOODS,FLAVOR,TOPPERS GAR HERB,TOPPERS GAR HERB,
FINISHED_GOODS,FLAVOR,TOPPERS ORIG,TOPPERS ORIG,
FINISHED_GOODS,FLAVOR,TRAIL MIX,TRL MX,
FINISHED_GOODS,FLAVOR,TREATS,TRTS,
FINISHED_GOODS,FLAVOR,TRIPLE CHOCOLATE,TRPLE CHOC,
FINISHED_GOODS,FLAVOR,TROPICAL PINEAPPLE,TROP PNPL,NULL
FINISHED_GOODS,FLAVOR,TUSCAN CHEESE,TSCN CHSE,
FINISHED_GOODS,FLAVOR,TWBS ROASTED GARLIC AND HERB,TWBS RSTD GRLC HERB,
FINISHED_GOODS,FLAVOR,TWBSPEPPER,TWBS PPPR,
FINISHED_GOODS,FLAVOR,TWBSPLAIN,TWBS PLAIN,
FINISHED_GOODS,FLAVOR,TWBSSESAME,TWBS SSME,
FINISHED_GOODS,FLAVOR,TWISTED BLUEBERRY RASPBERRY,TWISTED BLUEBERRY RASPBERRY,NULL
FINISHED_GOODS,FLAVOR,TWISTED PEACH MANGO,TWISTED PEACH MANGO,NULL
FINISHED_GOODS,FLAVOR,UNICORN COTTON CANDY,UNCRN CTTN CNDY,
FINISHED_GOODS,FLAVOR,UNSALTED,UNSLTD,
FINISHED_GOODS,FLAVOR,US WLD BERRY,US WLD BRRY,
FINISHED_GOODS,FLAVOR,VALENTINE,VALENTINE,
FINISHED_GOODS,FLAVOR,VANILLA,VAN,
FINISHED_GOODS,FLAVOR,VANILLA ALMOND,VAN ALMND,
FINISHED_GOODS,FLAVOR,VANILLA ALMOND BUTTER,VAN ALM,NULL
FINISHED_GOODS,FLAVOR,VANILLA BUTTERMILK,VAN BTRMLK,
FINISHED_GOODS,FLAVOR,VANILLA CHAT SNACKS,VAN CHAT SNCKS,
FINISHED_GOODS,FLAVOR,VANILLA CREME,VAN CRM,
FINISHED_GOODS,FLAVOR,VANILLA CRÈME,VAN CREME,
FINISHED_GOODS,FLAVOR,VANILLA CRISP,VAN CRSP,
FINISHED_GOODS,FLAVOR,VANILLA LATTE,VAN LTE,
FINISHED_GOODS,FLAVOR,VANILLA MILKSHAKE,VAN MLKSHK,
FINISHED_GOODS,FLAVOR,VANILLA WAFER,VAN WFR,
FINISHED_GOODS,FLAVOR,VARIETY PACK WITH PUFF'D,VARIETY PACK WITH PUFF'D,NULL
FINISHED_GOODS,FLAVOR,VEGAN,VGN,
FINISHED_GOODS,FLAVOR,VEGAN EGG & SAUSAGE,VGN EG SSG,NULL
FINISHED_GOODS,FLAVOR,VEGAN GARDEN VEGGIE,VGN GRDN VEG,
FINISHED_GOODS,FLAVOR,VEGAN SCORCHIN' CHEDDAR,VGN SCRCHN CHDR,NULL
FINISHED_GOODS,FLAVOR,VEGETARIAN MEAT RIBLET,VEGET MEAT RBLT,
FINISHED_GOODS,FLAVOR,VEGGIE,VEG,
FINISHED_GOODS,FLAVOR,VEGGIE BUFFALO,VG BFFLO,NULL
FINISHED_GOODS,FLAVOR,VEGGIE BUFFALO CHIK,VG BFFLO CHK,NULL
FINISHED_GOODS,FLAVOR,VEGGIE CHIK ORGNAL CHIKNTENDER,VEG CHIK ORIG CHIKNTENDER,
FINISHED_GOODS,FLAVOR,VEGGIE DOGS,VEG,
FINISHED_GOODS,FLAVOR,VEGGIE GRILLE,VEG GRILLE,
FINISHED_GOODS,FLAVOR,VEGGIE LOVERS VEGAN,VEG LVRS VGN,
FINISHED_GOODS,FLAVOR,VEGGIE MEDLEY FAT FREE,VEG MDLY F FREE,
FINISHED_GOODS,FLAVOR,VEGGIE SAUSAGE LINKS,VEG SSG LNKS,
FINISHED_GOODS,FLAVOR,VEGGIE VEGAN,VEG VGN,
FINISHED_GOODS,FLAVOR,VEGI MAX,VEG MAX,
FINISHED_GOODS,FLAVOR,VERDE,VRD,NULL
FINISHED_GOODS,FLAVOR,VERY CHERRY,VERY CHRY,
FINISHED_GOODS,FLAVOR,WAFFLE BOWL,WFL BOWL,
FINISHED_GOODS,FLAVOR,WAFFLE BUTTERMILK,BUTRMLK,
FINISHED_GOODS,FLAVOR,WAFFLE CHOCOLATE CHIP,CHOC CHIP,
FINISHED_GOODS,FLAVOR,WAFFLE STRAW,STRWBRRY,
