CLASS_TYPE,CHAR_NAME,CHAR_VALUE,ABBREVIATION,INACTIVE
FINISHED_GOODS,FLAVOR,DUOZ SMKD CHDR & MONT JACK,DZ SMK CH MONT JK,NULL
FINISHED_GOODS,FLAVOR,EATING RIGHT SOY,EATING RIGHT SOY,
FINISHED_GOODS,FLAVOR,EGG PATTIES,EGG PATS,NULL
FINISHED_GOODS,FLAVOR,"EGG, CHEESE & BACON",EGG CHSE BCN,
FINISHED_GOODS,FLAVOR,EGGO CINNAMON FRENCH TOAST,EGO CINNMN FRNCH TST,NULL
FINISHED_GOODS,FLAVOR,EGGO FLAVOR,EGO FLVR,NULL
FINISHED_GOODS,FLAVOR,EGGO FROSTED MAPLE FLAVOR,EGGO FROSTED MAPLE FLAVOR,NULL
FINISHED_GOODS,FLAVOR,EGGOJI HOMESTYLE,EG HMSTYL,NULL
FINISHED_GOODS,FLAVOR,EGGOJI WHOLE GRAIN,EGGOJI WG,NULL
FINISHED_GOODS,FLAVOR,EL FDG BTR FDG,EL FDG BTR FDG,
FINISHED_GOODS,FLAVOR,ELF CHOCOLATE,ELF CHOC,
FINISHED_GOODS,FLAVOR,ELF DS ORIGINAL,ELF DS ORIG,
FINISHED_GOODS,FLAVOR,ELF ORIG,ELF ORIG,
FINISHED_GOODS,FLAVOR,ELF ORIGINAL,ELF ORIG,
FINISHED_GOODS,FLAVOR,ELFIN,ELFIN,
FINISHED_GOODS,FLAVOR,ENCHILADA ADOBADA,ENCHLDA ADBDA,NULL
FINISHED_GOODS,FLAVOR,ENCHILADAS,ENCHILDS,NULL
FINISHED_GOODS,FLAVOR,ENGLISH TEA,ENG TEA,
FINISHED_GOODS,FLAVOR,ENTERTAINMENT COLLECTION,ENTRTNMNT COLLCTN,
FINISHED_GOODS,FLAVOR,EVERYTHING BAGEL,EVRYTHNG BGL,NULL
FINISHED_GOODS,FLAVOR,EXPORT SODA,EXPORT SODA,
FINISHED_GOODS,FLAVOR,EXTRA,EXTRA,NULL
FINISHED_GOODS,FLAVOR,EXTRA CHEESY,EXTRA CHSY,
FINISHED_GOODS,FLAVOR,EXTRA CRUNCHY,EXTRA CRNCHY,NULL
FINISHED_GOODS,FLAVOR,EXTRA CRUNCHY BOLD CHEDDAR,EXTRA CRUNCHY BOLD CHEDDAR,NULL
FINISHED_GOODS,FLAVOR,EXTRA CRUNCHY SHRP WHT CHEDDAR,EXTRA CRUNCHY SHRP WHT CHEDDAR,NULL
FINISHED_GOODS,FLAVOR,EXTRA HOT,EXTRA HOT,
FINISHED_GOODS,FLAVOR,EXTRA SPICY CHEDDAR,EXT SPCY CHDR,NULL
FINISHED_GOODS,FLAVOR,EXTRA TOASTY,EXTRA TSTY,
FINISHED_GOODS,FLAVOR,EXTRA TOASTY CHEDDAR JACK,EXTRA TOASTY CHEDDAR JACK,
FINISHED_GOODS,FLAVOR,FARMHOUSE CHEDDAR,FRMHS CHDR,NULL
FINISHED_GOODS,FLAVOR,FDG GRHM,FDG GRHM,
FINISHED_GOODS,FLAVOR,FDG STRIPE MINIS,FDG STRPE MINIS,
FINISHED_GOODS,FLAVOR,FIBER PLUS BUTTERMILK,FBR PL BTRMLK,
FINISHED_GOODS,FLAVOR,FIBER PLUS CHOCOLATE CHIP,FBR PL CHOC CHIP,
FINISHED_GOODS,FLAVOR,FIBERPLUS CHOCOLATE PB,FBR PL CHOC PB,
FINISHED_GOODS,FLAVOR,FIBRE,FBR,
FINISHED_GOODS,FLAVOR,FIERY JALAPENO,FRY JLPNO,
FINISHED_GOODS,FLAVOR,FILLED PB,FILLED PB,
FINISHED_GOODS,FLAVOR,FIRE ROASTED JALAPENO,FIRE RSTED JLPNO,
FINISHED_GOODS,FLAVOR,FIRE ROASTED VEGETABLE,FIRE RSTD VEG,
FINISHED_GOODS,FLAVOR,FLAME GRILLED,FLAME GRILLED,
FINISHED_GOODS,FLAVOR,FLATBREAD CRISPS ITALIAN HERB,FLTBRD CRSPS ITALN HERB,
FINISHED_GOODS,FLAVOR,FLATBREAD CRISPS SEA SALT & OL,FLTBRD CRSPS SSLT OLVE OIL,
FINISHED_GOODS,FLAVOR,FLATBREAD CRISPS TOMATO BASIL,FLTBRD CRSPS TOM BSIL,
FINISHED_GOODS,FLAVOR,FLAVOR,FLVR1,NULL
FINISHED_GOODS,FLAVOR,FLIPSIDES CHEESE,FLPSDS CHSE,
FINISHED_GOODS,FLAVOR,FLIPSIDES GARLIC AND HERB,FLPSDS GRLC HERB,
FINISHED_GOODS,FLAVOR,FLIPSIDES ORIG,FLPSDS ORIG,
FINISHED_GOODS,FLAVOR,FLIPSIDES ORIGINAL,FLPSDS ORIG,
FINISHED_GOODS,FLAVOR,FLIPSIDES RED FAT,FLPSDS RED FAT,
FINISHED_GOODS,FLAVOR,FRENCH ONION DIP,FRNCH ONION DIP,NULL
FINISHED_GOODS,FLAVOR,FRENCH TOAST FLAVORED,FRNCH TST FLVRD,
FINISHED_GOODS,FLAVOR,FRIED ONION RING,FRD ONION RING,
FINISHED_GOODS,FLAVOR,FROOT LOOPS,FL,
FINISHED_GOODS,FLAVOR,FROSTED,FRSTD,
FINISHED_GOODS,FLAVOR,FROSTED BLUEBERRIFIC,FRSTD BLUBRRIFC,
FINISHED_GOODS,FLAVOR,FROSTED BLUEBERRY,FRSTD BLUBRRY,
FINISHED_GOODS,FLAVOR,FROSTED BLUEBERRY BITES,FRSTD BB BTS,NULL
FINISHED_GOODS,FLAVOR,FROSTED BOSTON CREME DONUT,FROSTED BOSTON CREME DONUT,NULL
FINISHED_GOODS,FLAVOR,FROSTED BROWN SUGAR CINN BITES,FRST BS CIN BTS,NULL
FINISHED_GOODS,FLAVOR,FROSTED BROWN SUGAR CINNAMON,FRSTD BRWN SGR CINN,
FINISHED_GOODS,FLAVOR,FROSTED BROWN SUGAR CNNMZNG,FRSTD BRWN SGR CINNMZG,
FINISHED_GOODS,FLAVOR,FROSTED BROWNIE CRUNCHY PPRS,FROSTED BROWNIE CRUNCHY PPRS,NULL
FINISHED_GOODS,FLAVOR,FROSTED CHERRY,FRSTD CHRY,
FINISHED_GOODS,FLAVOR,FROSTED CHOCOLATE FUDGE,FRSTD CHOC FDG,
FINISHED_GOODS,FLAVOR,FROSTED CHOCOLATE FUDGE BITES,FR CH FDG BTS,NULL
FINISHED_GOODS,FLAVOR,FROSTED CINNAMON CARAMEL,FRSTD CINN CRML,NULL
FINISHED_GOODS,FLAVOR,FROSTED COTTON CANDY,FROSTED COTTON CANDY,NULL
FINISHED_GOODS,FLAVOR,FROSTED FLAKES,FF,
FINISHED_GOODS,FLAVOR,FROSTED FLAKES CHOCOLATE,FF CHOC,NULL
FINISHED_GOODS,FLAVOR,FROSTED GRAPE,FROSTED GRAPE,NULL
FINISHED_GOODS,FLAVOR,FROSTED HARVEST STRAWBERRY,FR HRVST STRWBRRY,
FINISHED_GOODS,FLAVOR,FROSTED LEMON BLBRRY CRUMBLE,FROSTED LEMON BLBRRY CRUMBLE,NULL
FINISHED_GOODS,FLAVOR,FROSTED MOLTEN LAVA CAKE,FRSTD MLTN LVA CK,NULL
FINISHED_GOODS,FLAVOR,FROSTED RASPBERRY,FRSTD RSPBRRY,
FINISHED_GOODS,FLAVOR,FROSTED SMORES,FRSTD SMORES,
FINISHED_GOODS,FLAVOR,FROSTED STRAWBERRY,FRSTD STRWBRRY,
FINISHED_GOODS,FLAVOR,FROSTED STRAWBERRY BITES,FR STRW BTS,NULL
FINISHED_GOODS,FLAVOR,FROSTED STRAWBERRY BLAST,FRSTD STRWBRRY BLST,NULL
FINISHED_GOODS,FLAVOR,FROSTED STRAWBERRY CRNCHY PPRS,FROSTED STRAWBERRY CRNCHY PPRS,NULL
FINISHED_GOODS,FLAVOR,FROSTED STRAWBERRYLICIOUS,FRSTD STRWBRRYLCS,
FINISHED_GOODS,FLAVOR,FROSTED VANILLA I-SCREAM CONE,FRSTD VAN ISCRM CONE,
FINISHED_GOODS,FLAVOR,FROSTED WILD BERRY,FRSTD WILD BRRY,
FINISHED_GOODS,FLAVOR,FROSTED WILD GRAPE,FRSTD WILD GRP,
FINISHED_GOODS,FLAVOR,FRUIT,FRT,
FINISHED_GOODS,FLAVOR,FRUIT & GRAIN CHOCOLATE RASPBE,FRT&GRN CHO RASP ALMND,
FINISHED_GOODS,FLAVOR,FRUIT & GRAIN PUMPKIN PIE,FRT&GRN PMKNG PIE,
FINISHED_GOODS,FLAVOR,FRUIT & NUT,FRT AND NUT,
FINISHED_GOODS,FLAVOR,FUDG SHOP FUDG GRAHAMS,FDG GRHMS,
FINISHED_GOODS,FLAVOR,FUDGE & GRAHAM,FDG & GRHM,
FINISHED_GOODS,FLAVOR,FUDGE MINT,FDG MINT,
FINISHED_GOODS,FLAVOR,FUDGE STICK,FDG STCK,
FINISHED_GOODS,FLAVOR,FUDGE STRIPES MINIS,FDG STRPE MINIS,
FINISHED_GOODS,FLAVOR,FUDGE STRIPES MINIS ORIGINAL,FDG STRPE MINIS ORIG,
FINISHED_GOODS,FLAVOR,FULLY LOADED BLUEBERRY," FLYLD BB",NULL
FINISHED_GOODS,FLAVOR,FULLY LOADED CHOC CHIP BRWNIE,FLYLD CC BRWNIE,
FINISHED_GOODS,FLAVOR,FULLY LOADED CINN ROLL WAFFLE,FLYLD CIN RL WFL,NULL
FINISHED_GOODS,FLAVOR,FULLY LOADED STRAWBERRY DLGHT,FLYLD STWBRY DEL,
FINISHED_GOODS,FLAVOR,FULLY LOADED VANILLA,FLYLD VNLA,NULL
FINISHED_GOODS,FLAVOR,GARDEN,GRDN,
FINISHED_GOODS,FLAVOR,GARDEN FRESH,GRDN FRESH,
FINISHED_GOODS,FLAVOR,GARDEN VEGGIE,GRDN VEG,
FINISHED_GOODS,FLAVOR,GARDEN VEGGIE PATTIES,GRDN VEG PATS,
FINISHED_GOODS,FLAVOR,GARLIC & HERB,GRLC HRB,
FINISHED_GOODS,FLAVOR,GARLIC & PARMESAN,GRLC & PARM,
FINISHED_GOODS,FLAVOR,GARLIC PARMESAN,GRLC PARM,NULL
FINISHED_GOODS,FLAVOR,GARLIC PESTO,GRLC PESTO,
FINISHED_GOODS,FLAVOR,GHOST PEPPER RANCH,GHST PPR RNCH,NULL
FINISHED_GOODS,FLAVOR,GHOSTBUSTERS ECTOPLASMIC SPRKL,GHOSTBUSTERS ECTOPLASMIC SPRKL,NULL
FINISHED_GOODS,FLAVOR,GINGER LEMON CREMES,GNGR LEMN CRME,
FINISHED_GOODS,FLAVOR,GINGER SNAP,GNGR SNAP,
FINISHED_GOODS,FLAVOR,GINGERBREAD,GNGRBREAD,
FINISHED_GOODS,FLAVOR,GLUTEN FREE CINNAMON,GLTN FREE CINN,
FINISHED_GOODS,FLAVOR,GLUTEN FREE ORIGINAL,GLTN FREE ORIG,
FINISHED_GOODS,FLAVOR,GRAHAM,GRHM,
FINISHED_GOODS,FLAVOR,GRAHOPPER FDG MINT,GRHPR FDG MNT,
FINISHED_GOODS,FLAVOR,GRANOLA CHOC CHIP,GRNLA CHOC CHIP,
FINISHED_GOODS,FLAVOR,GRANOLA MIXED BERRY,GRNLA MXD BRRY,
FINISHED_GOODS,FLAVOR,GRAPE,GRP,
FINISHED_GOODS,FLAVOR,GRILL CHEESE ON WAFER,GRL CHSE WFR,
FINISHED_GOODS,FLAVOR,GRILLED BEER BRAT,GRILLED BEER BRAT,NULL
FINISHED_GOODS,FLAVOR,GRILLER BURGER RECIPE,GRL BRGR RCP,
FINISHED_GOODS,FLAVOR,GRILLERS,GRL,
FINISHED_GOODS,FLAVOR,GRILLERS CALIFORNIA TURK'Y,GRL CALI TURK'Y,
FINISHED_GOODS,FLAVOR,GRILLERS CHIK'N,GRL CHIKN,
FINISHED_GOODS,FLAVOR,GRILLERS LB BURGER,GRL LB,
FINISHED_GOODS,FLAVOR,GRILLERS PRIME,GRL PRIME,
FINISHED_GOODS,FLAVOR,GRILLERS VEGAN,GRL VGN,
FINISHED_GOODS,FLAVOR,GRLLERS CRMBLE,GRLLERS CRMBLE,
FINISHED_GOODS,FLAVOR,GRNLA FDGE CHCHIP,FDG CHOC CHIP,
FINISHED_GOODS,FLAVOR,GRNLA FDGE PB,FDG PB,
FINISHED_GOODS,FLAVOR,GROOVES CHEDDAR,GRVS CHDR,
FINISHED_GOODS,FLAVOR,GROOVES CHEDDAR RANCH,GRVS CHDR RNCH,
FINISHED_GOODS,FLAVOR,GROOVES CHEESE,GRVS CHSE,
FINISHED_GOODS,FLAVOR,GROOVES HOT & SPICY,GRVS HOT&SPCY,
FINISHED_GOODS,FLAVOR,GROOVES SHARP WHITE CHEDDAR,GRVS SHRP WHT CHDR,
FINISHED_GOODS,FLAVOR,GROOVES WHITE CHEDDAR,GRVS WHT CHDR,
FINISHED_GOODS,FLAVOR,HALLOWEEN,HLWN,
FINISHED_GOODS,FLAVOR,HARVEST MILL WHEAT,HRVST MILL WHEAT,
FINISHED_GOODS,FLAVOR,HARVEST STRAWBERRY,HRVST STRWBRRY,
FINISHED_GOODS,FLAVOR,HARVEST VEGGIE BURGERS,HRVST VEG BURG,
FINISHED_GOODS,FLAVOR,HAUNTED CHOCOLATEY FUDGE,HNTD CHOCY FDG,NULL
FINISHED_GOODS,FLAVOR,HAWAIIAN BBQ,HWN BBQ,NULL
FINISHED_GOODS,FLAVOR,HAZELNUT ALMOND DARK CHOCOLATE,HZLNT ALMND DK CHOC,NULL
FINISHED_GOODS,FLAVOR,HERB,HERB,
FINISHED_GOODS,FLAVOR,HI HO,HI HO,
FINISHED_GOODS,FLAVOR,HICKORY BBQ RIBLET,HICKORY BBQ,
FINISHED_GOODS,FLAVOR,HOLIDAY,HLDY,
FINISHED_GOODS,FLAVOR,HOLIDAY SUGAR,HLDY SGR,
FINISHED_GOODS,FLAVOR,HOMESTYLE,HMSTYL,
FINISHED_GOODS,FLAVOR,HOMESTYLE CHOCOLATE,HMSTYL CHOC,NULL
FINISHED_GOODS,FLAVOR,HOMESTYLE MEGA BAR,HMSTYL MEGA BAR,NULL
FINISHED_GOODS,FLAVOR,HOMESTYLE MINIS,HMSTYL MINIS,
FINISHED_GOODS,FLAVOR,HOMESTYLE ORIGINAL,HMSTYL ORIG,NULL
FINISHED_GOODS,FLAVOR,HOMESTYLE RANCH,HMSTYL RNCH,NULL
FINISHED_GOODS,FLAVOR,HOMESTYLE STAR WARS,HMSTL SW,NULL
FINISHED_GOODS,FLAVOR,HOMESTYLE SUPER MARSHMALLOW,HMSTL SPR MSHMLW,NULL
FINISHED_GOODS,FLAVOR,HOMESTYLE VEGAN,HMSTYL VGN,NULL
FINISHED_GOODS,FLAVOR,HONEY,HNY,
FINISHED_GOODS,FLAVOR,HONEY & BARBEQUE,HNY BBQ,NULL
FINISHED_GOODS,FLAVOR,HONEY ALMOND,HNY ALMND,
FINISHED_GOODS,FLAVOR,HONEY ALMOND FLAX,HNY ALMND FLX,
FINISHED_GOODS,FLAVOR,HONEY BBQ,HNY BBQ,
FINISHED_GOODS,FLAVOR,HONEY BUTTER,HNY BTR,
FINISHED_GOODS,FLAVOR,HONEY CINNAMON PEANUT BUTTER,HNY CIN PB,NULL
FINISHED_GOODS,FLAVOR,HONEY GRAHAM,HNY GRHM,
FINISHED_GOODS,FLAVOR,HONEY GRAHAM WITH CALCIUM,HNY GRHM W CAL,
FINISHED_GOODS,FLAVOR,HONEY MUSTARD,HNY MSTRD,
FINISHED_GOODS,FLAVOR,HONEY MUSTARD & BBQ," HNY MSTRD & BBQ",NULL
FINISHED_GOODS,FLAVOR,HONEY NUT,HNY NUT,
FINISHED_GOODS,FLAVOR,HONEY OAT,HNY OAT,
FINISHED_GOODS,FLAVOR,HONEY OAT FLAX,HNY OAT FLAX,
FINISHED_GOODS,FLAVOR,HONEY ROASTED ALMOND,HNY RSTD ALMND,
FINISHED_GOODS,FLAVOR,HONEY SESAME,HNY SESAME,
FINISHED_GOODS,FLAVOR,HONEY WHEAT,HNY WHEAT,
FINISHED_GOODS,FLAVOR,HOT & SPICY,HOT&SPCY,
FINISHED_GOODS,FLAVOR,HOT & SPICY SAUSAGE,HOT&SPCY SSG,
FINISHED_GOODS,FLAVOR,HOT & SPICY SAUSAGE PATTIES,HOT&SPCY SSG PATS,
FINISHED_GOODS,FLAVOR,HOT CHOCOLATE,HOT CHOC,NULL
FINISHED_GOODS,FLAVOR,HOT DOG,HTDG,NULL
FINISHED_GOODS,FLAVOR,HOT FUDGE SUNDAE,HOT FDG SUN,
FINISHED_GOODS,FLAVOR,HOT HONEY,HT HNY,NULL
FINISHED_GOODS,FLAVOR,HOT SAUCE,HOT SAUCE,
FINISHED_GOODS,FLAVOR,HOUSE SEASONED FLIPSIDES MINIS,HOUSE SSND FLIPSIDES MINIS,NULL
FINISHED_GOODS,FLAVOR,ICE CREME SANDWICH,ICE CRM SAND,
FINISHED_GOODS,FLAVOR,ICED,ICED,
FINISHED_GOODS,FLAVOR,ICED LEMONADE,ICED LMND,
FINISHED_GOODS,FLAVOR,ICED OATMEAL,ICED OATML,
FINISHED_GOODS,FLAVOR,ICED VANILLA LATTE,ICD VAN LTE,NULL
FINISHED_GOODS,FLAVOR,ITALIAN CHEESE,ITAL CHSE,
FINISHED_GOODS,FLAVOR,ITALIAN HERB,ITAL HERB,
FINISHED_GOODS,FLAVOR,ITALIAN MEATBALL,ITALIAN MEATBALL,NULL
FINISHED_GOODS,FLAVOR,ITALIAN SAUSAGE,ITAL SSG,
FINISHED_GOODS,FLAVOR,JALAPENO,JLPN,
FINISHED_GOODS,FLAVOR,JALAPENO & QUESO,JLPN & QSO,NULL
FINISHED_GOODS,FLAVOR,JALAPENO POPPER,JLPNO PPR,NULL
FINISHED_GOODS,FLAVOR,JAMON,JMN,NULL
FINISHED_GOODS,FLAVOR,JOLLY RANCHER CHERRY,JLY RNCR CHRY,
FINISHED_GOODS,FLAVOR,JOLLY RANCHER WATERMELON,JLY RNCR WTRMLN,
FINISHED_GOODS,FLAVOR,JUICY JUICE,JCY JCE,
FINISHED_GOODS,FLAVOR,JURASSIC WORLD,JRSC WRLD,
FINISHED_GOODS,FLAVOR,KETCHUP,KTCHP,
FINISHED_GOODS,FLAVOR,KETCHUP & FRIES,KTCHP & FRS,NULL
FINISHED_GOODS,FLAVOR,KIDS DOUBLE CHOCOLATE,DBL CHOC,NULL
FINISHED_GOODS,FLAVOR,KIKN' NACHO CHEESE,KIKN NCHO CHSE,NULL
FINISHED_GOODS,FLAVOR,KIRKLAND,KIRKLAND,
FINISHED_GOODS,FLAVOR,KOREAN BBQ,KRN BBQ,
FINISHED_GOODS,FLAVOR,KRISPY SALTINES,SALTINES,
FINISHED_GOODS,FLAVOR,KUNG PAO CHICKEN,KNG PAO CHCKN,NULL
FINISHED_GOODS,FLAVOR,LA 2 FLAVORS,LA 2 FLVS,
FINISHED_GOODS,FLAVOR,LA CHDR CHZ,LA CHDR CHZ,NULL
FINISHED_GOODS,FLAVOR,LA CHEESE,LA CHZ,
FINISHED_GOODS,FLAVOR,LA CHICKEN,LA CHKN,
FINISHED_GOODS,FLAVOR,LA CHILE LIMON,LA CHL LMN,NULL
FINISHED_GOODS,FLAVOR,LA ORG,LA ORG,NULL
FINISHED_GOODS,FLAVOR,LA ORIGINAL,LA ORG,
FINISHED_GOODS,FLAVOR,LA SOUR CREAM & ONION,LA SCO,
FINISHED_GOODS,FLAVOR,LARGE OYSTER,LG OYSTR,
FINISHED_GOODS,FLAVOR,LEMON,LEMN,
FINISHED_GOODS,FLAVOR,LEMON CREAM PIE,LEMN CRM PIE,
FINISHED_GOODS,FLAVOR,LEMON CREME,LEMN CRM,
FINISHED_GOODS,FLAVOR,LEMON CRÈME,LEMN CRM,
FINISHED_GOODS,FLAVOR,LEMON CREME CHALET,LEMN CRM CHALET,
FINISHED_GOODS,FLAVOR,LEMON OH'S,LEMN OH'S,
FINISHED_GOODS,FLAVOR,LEMON OHS,LEMN OHS,
FINISHED_GOODS,FLAVOR,LIEGE CHOCOLATEY CHIP,LGE CHOCY CHP,
FINISHED_GOODS,FLAVOR,LIEGE MAPLE,LGE MPL,NULL
FINISHED_GOODS,FLAVOR,LIEGE STRAWBERRY,LGE STRWBRRY,NULL
FINISHED_GOODS,FLAVOR,LIEGE VANILLA,LGE VAN,NULL
FINISHED_GOODS,FLAVOR,LIGHTLY SALTED,LGHTLY SLTD,
FINISHED_GOODS,FLAVOR,LIGHTLY SALTED ORIGINAL,LGHTLY SLTD ORIG,
FINISHED_GOODS,FLAVOR,LIME & CHILI,LME & CH,NULL
FINISHED_GOODS,FLAVOR,LOADED BACON & CHEDDAR POTATO SKINS,LD BCN CHDR PT SKNS,NULL
FINISHED_GOODS,FLAVOR,LOADED HOT DOG,LD HTDG,NULL
FINISHED_GOODS,FLAVOR,LOS CALIENTES BARBACOA,LS CLNTS BBCOA,NULL
FINISHED_GOODS,FLAVOR,LOS CALIENTES ROJO,LS CLNTS RJO,NULL
FINISHED_GOODS,FLAVOR,LOS CALIENTES VERDES,LS CLNTS VRDS,NULL
FINISHED_GOODS,FLAVOR,LOW SODIUM,L SODIUM,
FINISHED_GOODS,FLAVOR,LOW SUGAR,LW SGR,NULL
FINISHED_GOODS,FLAVOR,MAC AND CHEESE,MAC AND CHSE,
FINISHED_GOODS,FLAVOR,MAGIC MDL ORIG,MAGIC MDL ORIG,
FINISHED_GOODS,FLAVOR,MAGIC MIDDLE PB,MAGIC MIDDLE PB,
FINISHED_GOODS,FLAVOR,MALIBU,MALIBU,
FINISHED_GOODS,FLAVOR,MANGO,MNGO,NULL
FINISHED_GOODS,FLAVOR,MANGO PINEAPPLE,MNGO PNAPL,NULL
FINISHED_GOODS,FLAVOR,MAPLE,MAPL,
FINISHED_GOODS,FLAVOR,MAPLE ALMOND BUTTER,MPL ALM,
FINISHED_GOODS,FLAVOR,MAPLE BACON,MAPL BCN,
FINISHED_GOODS,FLAVOR,MAPLE PATTIES,MAPL PATS,
FINISHED_GOODS,FLAVOR,MAPLE SEA SALT,MPL SSLT,NULL
FINISHED_GOODS,FLAVOR,MARGHERITA PIZZA,MARGHERITA PIZZA,NULL
FINISHED_GOODS,FLAVOR,MARINATED CHK,MRNTD CHK,NULL
FINISHED_GOODS,FLAVOR,MARSHMALLOW,MRSHMW,
FINISHED_GOODS,FLAVOR,MARSHMALLOW HOT COCOA,MARSHMALLOW HOT COCOA,NULL
FINISHED_GOODS,FLAVOR,MASALA,MSLA,NULL
FINISHED_GOODS,FLAVOR,MC CHOCOLATE CHIP,MC CHOC CHIP,
FINISHED_GOODS,FLAVOR,MC MACAROONS,MC MACAROONS,
FINISHED_GOODS,FLAVOR,MC OATMEAL,MC OATML,
FINISHED_GOODS,FLAVOR,MEAT LOVERS VEGAN,MEAT LVRS VGN,
FINISHED_GOODS,FLAVOR,MED BRUCHETTA PARTY,MED BRCHTA PRTY,
FINISHED_GOODS,FLAVOR,MEDITERRANEAN CHICKPEA,MDTRN CHKP,
FINISHED_GOODS,FLAVOR,MEDITERRANEAN HERB,MDTRN HRB,
FINISHED_GOODS,FLAVOR,MEDLEY,MDLY,
FINISHED_GOODS,FLAVOR,MEGA VARIETY PACK,MEGA VARIETY PACK,NULL
FINISHED_GOODS,FLAVOR,MEXICAN STREET CORN,MEX ST CRN,NULL
FINISHED_GOODS,FLAVOR,MICKEY,MKY,
FINISHED_GOODS,FLAVOR,MICKEY AND FRIENDS HOMESTYLE,MKY AND FRNDS,NULL
FINISHED_GOODS,FLAVOR,MILK CHOCOLATE M&M,MLK CHOC M&M,
FINISHED_GOODS,FLAVOR,MINECRAFT SPICY TNT,MINECRAFT SPICY TNT,NULL
FINISHED_GOODS,FLAVOR,MINECRAFT TNT,MNCRFT TNT,NULL
FINISHED_GOODS,FLAVOR,MINI BROWNIES,MINI BRWNIES,
FINISHED_GOODS,FLAVOR,MINIS,MINIS,
FINISHED_GOODS,FLAVOR,MINIS CINNAMON SUGAR,MINIS CINNAMON SUGAR,NULL
FINISHED_GOODS,FLAVOR,MINIS ORIGINAL,MINIS ORIG,
FINISHED_GOODS,FLAVOR,MINT CHOCOLATE,MINT CHOC,NULL
FINISHED_GOODS,FLAVOR,MIXED,MXD,
FINISHED_GOODS,FLAVOR,MIXED BERRY,MXD BRRY,
FINISHED_GOODS,FLAVOR,MIXED NUT,MXD NUT,
FINISHED_GOODS,FLAVOR,MOA BURGER,MOA BRG,NULL
FINISHED_GOODS,FLAVOR,MOCHA,MOCHA,
FINISHED_GOODS,FLAVOR,MOCHA LATTE,MCHA LTE,NULL
FINISHED_GOODS,FLAVOR,MONTEREY JACK,MONT JCK,
FINISHED_GOODS,FLAVOR,MOZZARELLA,MOZZ,
FINISHED_GOODS,FLAVOR,MSHRLOVER,MSHRMLOVER,
FINISHED_GOODS,FLAVOR,MULTI GRAIN,MULTGRN,
FINISHED_GOODS,FLAVOR,MULTI GRAIN MINIS,MULTGRN MINIS,
FINISHED_GOODS,FLAVOR,MULTI GRAIN TOPPERS,MULTGRN TOPPERS,
FINISHED_GOODS,FLAVOR,MULTI GRN,MULTGRN,
FINISHED_GOODS,FLAVOR,MUR DPL CRM,DPL CRM,
FINISHED_GOODS,FLAVOR,MX CHEESE,MX CHZ,
FINISHED_GOODS,FLAVOR,MX EXTRA HOT,MX XTRA HOT,
FINISHED_GOODS,FLAVOR,MX ORG,MX ORG,NULL
FINISHED_GOODS,FLAVOR,MX ORIGINAL,MX ORG,
FINISHED_GOODS,FLAVOR,MX SOUR CREAM & ONION,MX SCO,
FINISHED_GOODS,FLAVOR,MYSTERY,MYSTERY,
FINISHED_GOODS,FLAVOR,MYSTERY FLAVOR,MYSTERY FLAVOR,
FINISHED_GOODS,FLAVOR,NACHO,NACHO,
FINISHED_GOODS,FLAVOR,NEW ENGLAND STYLE OYSTER,NE STL OYSTR,NULL
FINISHED_GOODS,FLAVOR,NEW YORK EVERYTHING BAGEL,NY EVRG BGL,NULL
FINISHED_GOODS,FLAVOR,NUTRI GRAIN BLUEBERRY,NG BLUBRRY,
FINISHED_GOODS,FLAVOR,NUTRI GRAIN HONEY WHEAT,NG HNY,
FINISHED_GOODS,FLAVOR,NUTRI GRAIN LOW-FAT,NG LF,
FINISHED_GOODS,FLAVOR,NUTRI GRAIN WHEAT,NG WHEAT,
FINISHED_GOODS,FLAVOR,OATMEAL CHOCOLATE CHIP,OATML CHOC CHIP,
FINISHED_GOODS,FLAVOR,OATMEAL COOKIE,OATML COOK,
FINISHED_GOODS,FLAVOR,OATMEAL COUNTRY STYLE,OATML CNTRY STYL,
FINISHED_GOODS,FLAVOR,OATMEAL DARK CHOCOLATE,OATML DK CHOC,
FINISHED_GOODS,FLAVOR,OATMEAL DELIGHTS FROSTED STRAW,OATML DEL FRSTD STRWBRRY,
FINISHED_GOODS,FLAVOR,OATMEAL RAISIN,OATML RASN,
FINISHED_GOODS,FLAVOR,ONION,ONION,
FINISHED_GOODS,FLAVOR,ONION TOAST,ONION TST,
FINISHED_GOODS,FLAVOR,ORANGE,ORNG,NULL
FINISHED_GOODS,FLAVOR,ORANGE CRANBERRY,ORNG CRNBRRY,
FINISHED_GOODS,FLAVOR,ORANGE CRUSH,ORNG CRSH,
FINISHED_GOODS,FLAVOR,ORGANIC GRAPE,ORG GRP,
FINISHED_GOODS,FLAVOR,ORIG VEGGIE DOG,ORIG VEG DOG,
FINISHED_GOODS,FLAVOR,ORIGINAL,ORIG,
FINISHED_GOODS,FLAVOR,ORIGINAL APPLE,ORIG APL,
FINISHED_GOODS,FLAVOR,ORIGINAL APRICOT,ORIG APRCT,
FINISHED_GOODS,FLAVOR,ORIGINAL CADDIES OTG,ORIG CDS OTG,NULL
FINISHED_GOODS,FLAVOR,ORIGINAL CHERRY,ORIG CHRY,
