COMPONENT_DESC
"""FLEXIBLE MATERIAL: BAD, POUCH OR LINER"""
BOTTLE
BOTTLE CLOSURE
CAN MATERIALS
CAP
CARTON
CASE CLOSURE TAPE
CORNER POST
CORRUGATED CASE - MOTTLED
CURRUGATED CASE - BROWN KRAFT
ELEVATED PLATFORMS
FILLER DUNNAGE
HEADER CARD
J-BOARDS/U-BOARDS
K-ONE
LABEL
PRE-MADE BAGS
SHIPPING PALLET
SHPPER BASES
SHRINK FILM MATERIAL
SLIP SHEET
TEAR PAD (PROMOTION)
THERMOFORM COMPONENTS
TIER SHEET
TOTE
TRAY
