T179_PRODH_BRAND,T179T_VTEXT_BRAND_DESC,COUNTRY,MAT_GRP_1,MAT_GRP_1_DESC,CONCATENATION
2070400154,EGGO SYRUP,US,20,COOK OTHER,20 COOK OTHER
2070999999,INGREDIENTS PRODUCT RESERVE,US,20,COOK OTHER,20 COOK OTHER
2080100155,BEAR NAKED TRAIL MIX,US,40,PWS,40 PWS
2080100267,PURE CLUSTERS,US,40,PWS,40 PWS
2080100286,BEAR NAKED BARK,US,40,PWS,40 PWS
2080200203,KASHI HERITAGE SIDES,US,60,VEGGIE,60 VEGGIE
2080300261,CROSS CATEGORY SNACK BOX,US,40,PWS,40 PWS
2080300297,LEAF JERKY,US,80,KNA VENTURES,80 KNA VENTURES
2080400312,RXBAR NUT BUTTERS,US,40,PWS,40 PWS
2080999999,OTHER CONVENIENCE PRODUCT RESERVE,US,10,CEREAL,10 CEREAL
2090100156,GIRL SCOUT AWARDS,US,99,NONFOOD,99 NONFOOD
2090100211,DISPLAYS,US,99,NONFOOD,99 NONFOOD
2090100247,SNACKS MISC LICENSING,US,99,NONFOOD,99 NONFOOD
2090100248,IDEAL VIE,US,99,NONFOOD,99 NONFOOD
4010100157,EGGO WAFFLES,US,30,FROZEN BRKF,30 FROZEN BRKF
4010100158,KASHI GOLEAN WAFFLES,US,30,FROZEN BRKF,30 FROZEN BRKF
4010100159,KASHI WAFFLES,US,30,FROZEN BRKF,30 FROZEN BRKF
4010100160,EGGO SPECIAL K WAFFLES,US,30,FROZEN BRKF,30 FROZEN BRKF
4010100161,MIXED FROZEN BRANDS,US,30,FROZEN BRKF,30 FROZEN BRKF
4010100205,EGGO NUTRI-GRAIN WAFFLES,US,30,FROZEN BRKF,30 FROZEN BRKF
4010100290,OFF THE GRID WAFFLES,US,30,FROZEN BRKF,30 FROZEN BRKF
4010100303,KELLOGG'S WAFFLES,US,30,FROZEN BRKF,30 FROZEN BRKF
4010200162,EGGO PANCAKES,US,30,FROZEN BRKF,30 FROZEN BRKF
4010200163,CINNABON PANCAKES,US,30,FROZEN BRKF,30 FROZEN BRKF
4010300164,EGGO BAKE SHOP,US,30,FROZEN BRKF,30 FROZEN BRKF
4010300165,EGGO SWEET PIZZA,US,30,FROZEN BRKF,30 FROZEN BRKF
4010300198,EGGO MUFFIN TOPS,US,30,FROZEN BRKF,30 FROZEN BRKF
4010300199,EGGO SWEET GOODS NEW,US,30,FROZEN BRKF,30 FROZEN BRKF
4010300200,SPECIAL K MINI LOAVES,US,30,FROZEN BRKF,30 FROZEN BRKF
4010400166,EGGO SAVORY,US,30,FROZEN BRKF,30 FROZEN BRKF
4010400218,SPECIAL K BKFST HANDHELD,US,30,FROZEN BRKF,30 FROZEN BRKF
4010400272,LICENSED FROZEN MEALS,US,30,FROZEN BRKF,30 FROZEN BRKF
4010400284,FROZEN AM BAKERY,US,30,FROZEN BRKF,30 FROZEN BRKF
4010500167,EGGO FRENCH TOAST,US,30,FROZEN BRKF,30 FROZEN BRKF
4010500201,CINNABON FRENCH TOAST,US,30,FROZEN BRKF,30 FROZEN BRKF
4010600307,EGGO STUFFED,US,30,FROZEN BRKF,30 FROZEN BRKF
4010999999,FROZEN BREAKFAST PRODUCT RESERVE,US,30,FROZEN BRKF,30 FROZEN BRKF
4020100168,WORTHINGTON FOODS - CANNED,US,60,VEGGIE,60 VEGGIE
4020100169,LOMA LINDA - CANNED,US,60,VEGGIE,60 VEGGIE
4020150170,GB VEGGIE BURGERS,US,60,VEGGIE,60 VEGGIE
4020150171,MSF VEGGIE BURGERS,US,60,VEGGIE,60 VEGGIE
4020150291,DO NOT USE - INCOG BURGERS,US,60,VEGGIE,60 VEGGIE
4020200172,GB POULTRY,US,60,VEGGIE,60 VEGGIE
4020200173,MSF POULTRY,US,60,VEGGIE,60 VEGGIE
4020200296,DO NOT USE - INCOG POULTRY,US,60,VEGGIE,60 VEGGIE
4020250174,MSF HOT DOGS,US,60,VEGGIE,60 VEGGIE
4020250292,DO NOT USE - INCOG SAUSAGE,US,60,VEGGIE,60 VEGGIE
4020300175,MSF CORN DOGS,US,60,VEGGIE,60 VEGGIE
4020350176,GB HANDHELDS,US,60,VEGGIE,60 VEGGIE
4020350251,MSF HANDHELDS,US,60,VEGGIE,60 VEGGIE
4020400177,GB BREAKFAST,US,60,VEGGIE,60 VEGGIE
4020400178,MSF BREAKFAST,US,60,VEGGIE,60 VEGGIE
4020450179,GB MEAL SOLUTIONS,US,60,VEGGIE,60 VEGGIE
4020450180,MSF MEAL SOLUTIONS,US,60,VEGGIE,60 VEGGIE
4020450293,DO NOT USE - INCOG MEAL SOLUTIONS,US,60,VEGGIE,60 VEGGIE
4020450304,PRIVATE LABEL MEAL SOLUTIONS,US,60,VEGGIE,60 VEGGIE
4020500181,GB - OTHER,US,60,VEGGIE,60 VEGGIE
4020500182,MSF - OTHER,US,60,VEGGIE,60 VEGGIE
4020500183,MSF ORGANIC - OTHER,US,60,VEGGIE,60 VEGGIE
4020500184,WORTHINGTON FOODS - OTHER,US,60,VEGGIE,60 VEGGIE
4020550192,MSF ENTREES,US,60,VEGGIE,60 VEGGIE
4020999999,VEGGIE PRODUCT RESERVE,US,60,VEGGIE,60 VEGGIE
4030500185,KASHI PIZZA,US,60,VEGGIE,60 VEGGIE
4030550186,KASHI ENTRÉE'S,US,60,VEGGIE,60 VEGGIE
4030600240,KASHI SOUP,US,60,VEGGIE,60 VEGGIE
4030999999,FROZEN MEALS PRODUCT RESERVE,US,60,VEGGIE,60 VEGGIE
4040500298,INCOGMEATO BURGERS,US,60,VEGGIE,60 VEGGIE
4040500299,INCOGMEATO GROUND,US,60,VEGGIE,60 VEGGIE
4040550300,INCOGMEATO CHICKEN,US,60,VEGGIE,60 VEGGIE
4040550301,DO NOT USE - INCOGMEATO TNDRS,US,60,VEGGIE,60 VEGGIE
4040600302,INCOGMEATO SAUSAGE,US,60,VEGGIE,60 VEGGIE
4040650305,INCOGMEATO FROZEN BREAKFAST,US,60,VEGGIE,60 VEGGIE
4040700306,INCOGMEATO FRESH BREAKFAST,US,60,VEGGIE,60 VEGGIE
9999999999,WIP,US,79,WIP,79 WIP
