T179_STUFE_LEVEL,T179_PRODH_NUM,T179T_VTEXT_DESC,INACTIVE,CHAR_VALUE
6,201010005200450005,POP-TARTS POPPERS CLUB PK P5,,P5
6,201010005200450006,POP-TARTS POPPERS CLUB PK P6,,P6
5,20101000520046,POP-TARTS POPPERS MOD/SHIPPER,,MOD/SHIPPER
6,201010005200460001,POP-TARTS POPPERS MOD/SHIPPER P1,,P1
6,201010005200460002,POP-TARTS POPPERS MOD/SHIPPER P2,,P2
6,201010005200460003,POP-TARTS POPPERS MOD/SHIPPER P3,,P3
6,201010005200460004,POP-TARTS POPPERS MOD/SHIPPER P4,,P4
6,201010005200460005,POP-TARTS POPPERS MOD/SHIPPER P5,,P5
6,201010005200460006,POP-TARTS POPPERS MOD/SHIPPER P6,,P6
5,20101000520047,POP-TARTS 8CT DTC,,8CT DTC
6,201010005200470001,POP-TARTS 8CT DTC P1,,P1
6,201010005200470002,POP-TARTS 8CT DTC P2,,P2
6,201010005200470003,POP-TARTS 8CT DTC P3,,P3
6,201010005200470004,POP-TARTS 8CT DTC P4,,P4
6,201010005200470005,POP-TARTS 8CT DTC P5,,P5
6,201010005200470006,POP-TARTS 8CT DTC P6,,P6
5,20101000520048,POP-TARTS POPPERS 10 CT DTC,,10 CT DTC
6,201010005200480001,POP-TARTS POPPERS 10 CT DTC P1,,P1
6,201010005200480002,POP-TARTS POPPERS 10 CT DTC P2,,P2
6,201010005200480003,POP-TARTS POPPERS 10 CT DTC P3,,P3
6,201010005200480004,POP-TARTS POPPERS 10 CT DTC P4,,P4
6,201010005200480005,POP-TARTS POPPERS 10 CT DTC P5,,P5
6,201010005200480006,POP-TARTS POPPERS 10 CT DTC P6,,P6
5,20101000520049,POP-TARTS STUFFED 1CT,,1CT
6,201010005200490001,POP-TARTS STUFFED 1CT P1,,P1
6,201010005200490002,POP-TARTS STUFFED 1CT P2,,P2
6,201010005200490003,POP-TARTS STUFFED 1CT P3,,P3
6,201010005200490004,POP-TARTS STUFFED 1CT P4,,P4
6,201010005200490005,POP-TARTS STUFFED 1CT P5,,P5
6,201010005200490006,POP-TARTS STUFFED 1CT P6,,P6
5,20101000520050,POP-TARTS STUFFED 5CT,,5CT
6,201010005200500001,POP-TARTS STUFFED 5CT P1,,P1
6,201010005200500002,POP-TARTS STUFFED 5CT P2,,P2
6,201010005200500003,POP-TARTS STUFFED 5CT P3,,P3
6,201010005200500004,POP-TARTS STUFFED 5CT P4,,P4
6,201010005200500005,POP-TARTS STUFFED 5CT P5,,P5
6,201010005200500006,POP-TARTS STUFFED 5CT P6,,P6
5,20101000520051,POP-TARTS STUFFED 20CT,,20CT
6,201010005200510001,POP-TARTS STUFFED 20CT P1,,P1
6,201010005200510002,POP-TARTS STUFFED 20CT P2,,P2
6,201010005200510003,POP-TARTS STUFFED 20CT P3,,P3
6,201010005200510004,POP-TARTS STUFFED 20CT P4,,P4
6,201010005200510005,POP-TARTS STUFFED 20CT P5,,P5
6,201010005200510006,POP-TARTS STUFFED 20CT P6,,P6
5,20101000520052,POP-TARTS PROTEIN 8CT,,8CT
6,201010005200520001,POP-TARTS PROTEIN 8CT P1,,P1
6,201010005200520002,POP-TARTS PROTEIN 8CT P2,,P2
6,201010005200520003,POP-TARTS PROTEIN 8CT P3,,P3
6,201010005200520004,POP-TARTS PROTEIN 8CT P4,,P4
6,201010005200520005,POP-TARTS PROTEIN 8CT P5,,P5
6,201010005200520006,POP-TARTS PROTEIN 8CT P6,,P6
5,20101000520053,POP-TARTS PROTEIN 12CT,,12CT
6,201010005200530001,POP-TARTS PROTEIN 12CT P1,,P1
6,201010005200530002,POP-TARTS PROTEIN 12CT P2,,P2
6,201010005200530003,POP-TARTS PROTEIN 12CT P3,,P3
6,201010005200530004,POP-TARTS PROTEIN 12CT P4,,P4
6,201010005200530005,POP-TARTS PROTEIN 12CT P5,,P5
6,201010005200530006,POP-TARTS PROTEIN 12CT P6,,P6
5,20101000520054,POP-TARTS PROTEIN 32CT,,32CT
6,201010005200540001,POP-TARTS PROTEIN 32CT P1,,P1
6,201010005200540002,POP-TARTS PROTEIN 32CT P2,,P2
6,201010005200540003,POP-TARTS PROTEIN 32CT P3,,P3
6,201010005200540004,POP-TARTS PROTEIN 32CT P4,,P4
6,201010005200540005,POP-TARTS PROTEIN 32CT P5,,P5
6,201010005200540006,POP-TARTS PROTEIN 32CT P6,,P6
4,2010100053,POP-TARTS MINI CRISPS,X,
5,20101000530001,POP-TARTS MINI CRISPS BAG,,BAG
6,201010005300010001,POP-TARTS MINI CRISPS BAG P1,,P1
6,201010005300010002,POP-TARTS MINI CRISPS BAG P2,,P2
6,201010005300010003,POP-TARTS MINI CRISPS BAG P3,,P3
6,201010005300010004,POP-TARTS MINI CRISPS BAG P4,,P4
6,201010005300010005,POP-TARTS MINI CRISPS BAG P5,,P5
6,201010005300010006,POP-TARTS MINI CRISPS BAG P6,,P6
5,20101000530002,POP-TARTS MINI CRISPS 6CT,,6CT
6,201010005300020001,POP-TARTS MINI CRISPS 6CT P1,,P1
6,201010005300020002,POP-TARTS MINI CRISPS 6CT P2,,P2
6,201010005300020003,POP-TARTS MINI CRISPS 6CT P3,,P3
6,201010005300020004,POP-TARTS MINI CRISPS 6CT P4,,P4
6,201010005300020005,POP-TARTS MINI CRISPS 6CT P5,,P5
6,201010005300020006,POP-TARTS MINI CRISPS 6CT P6,,P6
5,20101000530003,POP-TARTS MINI CRISPS 8CT,,8CT
6,201010005300030001,POP-TARTS MINI CRISPS 8CT P1,,P1
6,201010005300030002,POP-TARTS MINI CRISPS 8CT P2,,P2
6,201010005300030003,POP-TARTS MINI CRISPS 8CT P3,,P3
6,201010005300030004,POP-TARTS MINI CRISPS 8CT P4,,P4
6,201010005300030005,POP-TARTS MINI CRISPS 8CT P5,,P5
6,201010005300030006,POP-TARTS MINI CRISPS 8CT P6,,P6
5,20101000530004,POP-TARTS MINI CRISPS CLUB PK,,CLUB PK
6,201010005300040001,POP-TARTS MINI CRISPS CLUB PK P1,,P1
6,201010005300040002,POP-TARTS MINI CRISPS CLUB PK P2,,P2
6,201010005300040003,POP-TARTS MINI CRISPS CLUB PK P3,,P3
6,201010005300040004,POP-TARTS MINI CRISPS CLUB PK P4,,P4
6,201010005300040005,POP-TARTS MINI CRISPS CLUB PK P5,,P5
6,201010005300040006,POP-TARTS MINI CRISPS CLUB PK P6,,P6
5,20101000530005,POP-TARTS MINI CRISPS MOD/SHIP,,MOD/SHIP
6,201010005300050001,POP-TARTS MINI CRISPS MOD/SHIP P1,,P1
6,201010005300050002,POP-TARTS MINI CRISPS MOD/SHIP P2,,P2
6,201010005300050003,POP-TARTS MINI CRISPS MOD/SHIP P3,,P3
6,201010005300050004,POP-TARTS MINI CRISPS MOD/SHIP P4,,P4
6,201010005300050005,POP-TARTS MINI CRISPS MOD/SHIP P5,,P5
6,201010005300050006,POP-TARTS MINI CRISPS MOD/SHIP P6,,P6
5,20101000530006,POP-TARTS MINI CRISPS 25CT,,25CT
6,201010005300060001,POP-TARTS MINI CRISPS 25CT P1,,P1
6,201010005300060002,POP-TARTS MINI CRISPS 25CT P2,,P2
6,201010005300060003,POP-TARTS MINI CRISPS 25CT P3,,P3
6,201010005300060004,POP-TARTS MINI CRISPS 25CT P4,,P4
6,201010005300060005,POP-TARTS MINI CRISPS 25CT P5,,P5
6,201010005300060006,POP-TARTS MINI CRISPS 25CT P6,,P6
5,20101000530007,POP-TARTS MINI CRISPS 10CT,,10CT
6,201010005300070001,POP-TARTS MINI CRISPS 10CT P1,,P1
6,201010005300070002,POP-TARTS MINI CRISPS 10CT P2,,P2
6,201010005300070003,POP-TARTS MINI CRISPS 10CT P3,,P3
6,201010005300070004,POP-TARTS MINI CRISPS 10CT P4,,P4
6,201010005300070005,POP-TARTS MINI CRISPS 10CT P5,,P5
6,201010005300070006,POP-TARTS MINI CRISPS 10CT P6,,P6
5,20101000530008,POP-TARTS MINI CRISPS 12CT,,12CT
6,201010005300080001,POP-TARTS MINI CRISPS 12CT P1,,P1
6,201010005300080002,POP-TARTS MINI CRISPS 12CT P2,,P2
6,201010005300080003,POP-TARTS MINI CRISPS 12CT P3,,P3
6,201010005300080004,POP-TARTS MINI CRISPS 12CT P4,,P4
6,201010005300080005,POP-TARTS MINI CRISPS 12CT P5,,P5
6,201010005300080006,POP-TARTS MINI CRISPS 12CT P6,,P6
5,20101000530009,POP-TARTS CRISPS 10CT,,10CT
6,201010005300090001,POP-TARTS CRISPS 10CT P1,,P1
6,201010005300090002,POP-TARTS CRISPS 10CT P2,,P2
6,201010005300090003,POP-TARTS CRISPS 10CT P3,,P3
6,201010005300090004,POP-TARTS CRISPS 10CT P4,,P4
6,201010005300090005,POP-TARTS CRISPS 10CT P5,,P5
6,201010005300090006,POP-TARTS CRISPS 10CT P6,,P6
4,2010100054,POP-TARTS RAINBOW PALLETS,X,
5,20101000540001,POP-TARTS RAINBOW PALLETS MOD/SHIP,,MOD/SHIP
6,201010005400010001,POP-TARTS RAINBOW PALLETS MOD/SHIP P1,,P1
6,201010005400010002,POP-TARTS RAINBOW PALLETS MOD/SHIP P2,,P2
6,201010005400010003,POP-TARTS RAINBOW PALLETS MOD/SHIP P3,,P3
6,201010005400010004,POP-TARTS RAINBOW PALLETS MOD/SHIP P4,,P4
6,201010005400010005,POP-TARTS RAINBOW PALLETS MOD/SHIP P5,,P5
6,201010005400010006,POP-TARTS RAINBOW PALLETS MOD/SHIP P6,,P6
3,201099,TOASTER PASTRIES PRODUCT RESERVE,,
4,2010999999,TOASTER PASTRIES PRODUCT RESERVE,X,
5,20109999990001,TOASTER PASTRIES PRODUCT RESERVE XS,,XS
6,201099999900010001,TOASTER PASTRIES PRODUCT RESERVE XS P1,,P1
6,201099999900010002,TOASTER PASTRIES PRODUCT RESERVE XS P2,,P2
6,201099999900010003,TOASTER PASTRIES PRODUCT RESERVE XS P3,,P3
6,201099999900010004,TOASTER PASTRIES PRODUCT RESERVE XS P4,,P4
6,201099999900010005,TOASTER PASTRIES PRODUCT RESERVE XS P5,,P5
6,201099999900010006,TOASTER PASTRIES PRODUCT RESERVE XS P6,,P6
5,20109999990002,TOASTER PASTRIES PRODUCT RESERVE S,,S
6,201099999900020001,TOASTER PASTRIES PRODUCT RESERVE S P1,,P1
6,201099999900020002,TOASTER PASTRIES PRODUCT RESERVE S P2,,P2
6,201099999900020003,TOASTER PASTRIES PRODUCT RESERVE S P3,,P3
6,201099999900020004,TOASTER PASTRIES PRODUCT RESERVE S P4,,P4
6,201099999900020005,TOASTER PASTRIES PRODUCT RESERVE S P5,,P5
6,201099999900020006,TOASTER PASTRIES PRODUCT RESERVE S P6,,P6
5,20109999990003,TOASTER PASTRIES PRODUCT RESERVE M,,M
6,201099999900030001,TOASTER PASTRIES PRODUCT RESERVE M P1,,P1
6,201099999900030002,TOASTER PASTRIES PRODUCT RESERVE M P2,,P2
6,201099999900030003,TOASTER PASTRIES PRODUCT RESERVE M P3,,P3
6,201099999900030004,TOASTER PASTRIES PRODUCT RESERVE M P4,,P4
6,201099999900030005,TOASTER PASTRIES PRODUCT RESERVE M P5,,P5
6,201099999900030006,TOASTER PASTRIES PRODUCT RESERVE M P6,,P6
5,20109999990004,TOASTER PASTRIES PRODUCT RESERVE L,,L
6,201099999900040001,TOASTER PASTRIES PRODUCT RESERVE L P1,,P1
6,201099999900040002,TOASTER PASTRIES PRODUCT RESERVE L P2,,P2
6,201099999900040003,TOASTER PASTRIES PRODUCT RESERVE L P3,,P3
6,201099999900040004,TOASTER PASTRIES PRODUCT RESERVE L P4,,P4
6,201099999900040005,TOASTER PASTRIES PRODUCT RESERVE L P5,,P5
6,201099999900040006,TOASTER PASTRIES PRODUCT RESERVE L P6,,P6
5,20109999990005,TOASTER PASTRIES PRODUCT RESERVE XL,,XL
6,201099999900050001,TOASTER PASTRIES PRODUCT RESERVE XL P1,,P1
6,201099999900050002,TOASTER PASTRIES PRODUCT RESERVE XL P2,,P2
6,201099999900050003,TOASTER PASTRIES PRODUCT RESERVE XL P3,,P3
6,201099999900050004,TOASTER PASTRIES PRODUCT RESERVE XL P4,,P4
6,201099999900050005,TOASTER PASTRIES PRODUCT RESERVE XL P5,,P5
6,201099999900050006,TOASTER PASTRIES PRODUCT RESERVE XL P6,,P6
2,2030,CRACKERS,,
3,203010,CRACKERS,,
4,2030100088,ALL BRAN CRACKERS,X,
5,20301000880001,ALL BRAN CRACKERS XS,,XS
6,203010008800010001,ALL BRAN CRACKERS XS P1,,P1
6,203010008800010002,ALL BRAN CRACKERS XS P2,,P2
6,203010008800010003,ALL BRAN CRACKERS XS P3,,P3
6,203010008800010004,ALL BRAN CRACKERS XS P4,,P4
6,203010008800010005,ALL BRAN CRACKERS XS P5,,P5
6,203010008800010006,ALL BRAN CRACKERS XS P6,,P6
5,20301000880002,ALL BRAN CRACKERS S,,S
6,203010008800020001,ALL BRAN CRACKERS S P1,,P1
6,203010008800020002,ALL BRAN CRACKERS S P2,,P2
6,203010008800020003,ALL BRAN CRACKERS S P3,,P3
6,203010008800020004,ALL BRAN CRACKERS S P4,,P4
6,203010008800020005,ALL BRAN CRACKERS S P5,,P5
6,203010008800020006,ALL BRAN CRACKERS S P6,,P6
5,20301000880003,ALL BRAN CRACKERS M,,M
6,203010008800030001,ALL BRAN CRACKERS M P1,,P1
6,203010008800030002,ALL BRAN CRACKERS M P2,,P2
6,203010008800030003,ALL BRAN CRACKERS M P3,,P3
6,203010008800030004,ALL BRAN CRACKERS M P4,,P4
6,203010008800030005,ALL BRAN CRACKERS M P5,,P5
6,203010008800030006,ALL BRAN CRACKERS M P6,,P6
5,20301000880004,ALL BRAN CRACKERS L,,L
6,203010008800040001,ALL BRAN CRACKERS L P1,,P1
6,203010008800040002,ALL BRAN CRACKERS L P2,,P2
6,203010008800040003,ALL BRAN CRACKERS L P3,,P3
6,203010008800040004,ALL BRAN CRACKERS L P4,,P4
6,203010008800040005,ALL BRAN CRACKERS L P5,,P5
6,203010008800040006,ALL BRAN CRACKERS L P6,,P6
5,20301000880005,ALL BRAN CRACKERS XL,,XL
6,203010008800050001,ALL BRAN CRACKERS XL P1,,P1
6,203010008800050002,ALL BRAN CRACKERS XL P2,,P2
6,203010008800050003,ALL BRAN CRACKERS XL P3,,P3
6,203010008800050004,ALL BRAN CRACKERS XL P4,,P4
6,203010008800050005,ALL BRAN CRACKERS XL P5,,P5
6,203010008800050006,ALL BRAN CRACKERS XL P6,,P6
4,2030100089,AUSTIN CRACKERS OTG,,
5,20301000890001,AUSTIN CRACKERS OTG XS,,XS
6,203010008900010001,AUSTIN CRACKERS OTG XS P1,,P1
6,203010008900010002,AUSTIN CRACKERS OTG XS P2,,P2
6,203010008900010003,AUSTIN CRACKERS OTG XS P3,,P3
6,203010008900010004,AUSTIN CRACKERS OTG XS P4,,P4
6,203010008900010005,AUSTIN CRACKERS OTG XS P5,,P5
6,203010008900010006,AUSTIN CRACKERS OTG XS P6,,P6
5,20301000890002,AUSTIN CRACKERS OTG S,,S
6,203010008900020001,AUSTIN CRACKERS OTG S P1,,P1
6,203010008900020002,AUSTIN CRACKERS OTG S P2,,P2
6,203010008900020003,AUSTIN CRACKERS OTG S P3,,P3
6,203010008900020004,AUSTIN CRACKERS OTG S P4,,P4
6,203010008900020005,AUSTIN CRACKERS OTG S P5,,P5
6,203010008900020006,AUSTIN CRACKERS OTG S P6,,P6
5,20301000890003,AUSTIN CRACKERS OTG M,,M
6,203010008900030001,AUSTIN CRACKERS OTG M P1,,P1
6,203010008900030002,AUSTIN CRACKERS OTG M P2,,P2
6,203010008900030003,AUSTIN CRACKERS OTG M P3,,P3
6,203010008900030004,AUSTIN CRACKERS OTG M P4,,P4
6,203010008900030005,AUSTIN CRACKERS OTG M P5,,P5
6,203010008900030006,AUSTIN CRACKERS OTG M P6,,P6
5,20301000890004,AUSTIN CRACKERS OTG L,,L
6,203010008900040001,AUSTIN CRACKERS OTG L P1,,P1
6,203010008900040002,AUSTIN CRACKERS OTG L P2,,P2
6,203010008900040003,AUSTIN CRACKERS OTG L P3,,P3
6,203010008900040004,AUSTIN CRACKERS OTG L P4,,P4
6,203010008900040005,AUSTIN CRACKERS OTG L P5,,P5
6,203010008900040006,AUSTIN CRACKERS OTG L P6,,P6
5,20301000890005,AUSTIN CRACKERS OTG MOD/SHIP,,MOD/SHIP
6,203010008900050001,AUSTIN CRACKERS OTG MOD/SHIP P1,,P1
6,203010008900050002,AUSTIN CRACKERS OTG MOD/SHIP P2,,P2
6,203010008900050003,AUSTIN CRACKERS OTG MOD/SHIP P3,,P3
6,203010008900050004,AUSTIN CRACKERS OTG MOD/SHIP P4,,P4
6,203010008900050005,AUSTIN CRACKERS OTG MOD/SHIP P5,,P5
6,203010008900050006,AUSTIN CRACKERS OTG MOD/SHIP P6,,P6
5,20301000890006,AUSTIN CRACKERS OTG CLUB PK,,CLUB PK
6,203010008900060001,AUSTIN CRACKERS OTG CLUB PK P1,,P1
6,203010008900060002,AUSTIN CRACKERS OTG CLUB PK P2,,P2
5,20301000890007,AUSTIN CRACKERS OTG XL,,XL
6,203010008900070001,AUSTIN CRACKERS OTG XL P1,,P1
6,203010008900070002,AUSTIN CRACKERS OTG XL P2,,P2
6,203010008900070003,AUSTIN CRACKERS OTG XL P3,,P3
6,203010008900070004,AUSTIN CRACKERS OTG XL P4,,P4
6,203010008900070005,AUSTIN CRACKERS OTG XL P5,,P5
6,203010008900070006,AUSTIN CRACKERS OTG XL P6,,P6
4,2030100090,BLUE GINGER,X,
5,20301000900001,BLUE GINGER XS,,XS
6,203010009000010001,BLUE GINGER XS P1,,P1
6,203010009000010002,BLUE GINGER XS P2,,P2
6,203010009000010003,BLUE GINGER XS P3,,P3
6,203010009000010004,BLUE GINGER XS P4,,P4
6,203010009000010005,BLUE GINGER XS P5,,P5
6,203010009000010006,BLUE GINGER XS P6,,P6
5,20301000900002,BLUE GINGER S,,S
6,203010009000020001,BLUE GINGER S P1,,P1
6,203010009000020002,BLUE GINGER S P2,,P2
6,203010009000020003,BLUE GINGER S P3,,P3
6,203010009000020004,BLUE GINGER S P4,,P4
6,203010009000020005,BLUE GINGER S P5,,P5
6,203010009000020006,BLUE GINGER S P6,,P6
5,20301000900003,BLUE GINGER M,,M
6,203010009000030001,BLUE GINGER M P1,,P1
6,203010009000030002,BLUE GINGER M P2,,P2
6,203010009000030003,BLUE GINGER M P3,,P3
6,203010009000030004,BLUE GINGER M P4,,P4
6,203010009000030005,BLUE GINGER M P5,,P5
6,203010009000030006,BLUE GINGER M P6,,P6
5,20301000900004,BLUE GINGER L,,L
6,203010009000040001,BLUE GINGER L P1,,P1
6,203010009000040002,BLUE GINGER L P2,,P2
6,203010009000040003,BLUE GINGER L P3,,P3
6,203010009000040004,BLUE GINGER L P4,,P4
6,203010009000040005,BLUE GINGER L P5,,P5
6,203010009000040006,BLUE GINGER L P6,,P6
5,20301000900005,BLUE GINGER XL,,XL
6,203010009000050001,BLUE GINGER XL P1,,P1
6,203010009000050002,BLUE GINGER XL P2,,P2
6,203010009000050003,BLUE GINGER XL P3,,P3
6,203010009000050004,BLUE GINGER XL P4,,P4
6,203010009000050005,BLUE GINGER XL P5,,P5
6,203010009000050006,BLUE GINGER XL P6,,P6
4,2030100091,CADDIES CHEEZ-IT OTG,,
5,20301000910001,CADDIES CHEEZ-IT OTG CUP,,CUP
6,203010009100010001,CADDIES CHEEZ-IT OTG CUP P1,,P1
6,203010009100010002,CADDIES CHEEZ-IT OTG CUP P2,,P2
6,203010009100010003,CADDIES CHEEZ-IT OTG CUP P3,,P3
6,203010009100010004,CADDIES CHEEZ-IT OTG CUP P4,,P4
6,203010009100010005,CADDIES CHEEZ-IT OTG CUP P5,,P5
6,203010009100010006,CADDIES CHEEZ-IT OTG CUP P6,,P6
5,20301000910002,CADDIES CHEEZ-IT OTG S,,S
6,203010009100020001,CADDIES CHEEZ-IT OTG S P1,,P1
6,203010009100020002,CADDIES CHEEZ-IT OTG S P2,,P2
6,203010009100020003,CADDIES CHEEZ-IT OTG S P3,,P3
6,203010009100020004,CADDIES CHEEZ-IT OTG S P4,,P4
6,203010009100020005,CADDIES CHEEZ-IT OTG S P5,,P5
6,203010009100020006,CADDIES CHEEZ-IT OTG S P6,,P6
5,20301000910003,CADDIES CHEEZ-IT OTG M,,M
6,203010009100030001,CADDIES CHEEZ-IT OTG M P1,,P1
6,203010009100030002,CADDIES CHEEZ-IT OTG M P2,,P2
6,203010009100030003,CADDIES CHEEZ-IT OTG M P3,,P3
6,203010009100030004,CADDIES CHEEZ-IT OTG M P4,,P4
6,203010009100030005,CADDIES CHEEZ-IT OTG M P5,,P5
6,203010009100030006,CADDIES CHEEZ-IT OTG M P6,,P6
5,20301000910004,CADDIES CHEEZ-IT OTG L,,L
6,203010009100040001,CADDIES CHEEZ-IT OTG L P1,,P1
6,203010009100040002,CADDIES CHEEZ-IT OTG L P2,,P2
6,203010009100040003,CADDIES CHEEZ-IT OTG L P3,,P3
6,203010009100040004,CADDIES CHEEZ-IT OTG L P4,,P4
6,203010009100040005,CADDIES CHEEZ-IT OTG L P5,,P5
6,203010009100040006,CADDIES CHEEZ-IT OTG L P6,,P6
5,20301000910005,CADDIES CHEEZ-IT OTG MOD/SHIP,,MOD/SHIP
6,203010009100050001,CADDIES CHEEZ-IT OTG MOD/SHIP P1,,P1
6,203010009100050002,CADDIES CHEEZ-IT OTG MOD/SHIP P2,,P2
6,203010009100050003,CADDIES CHEEZ-IT OTG MOD/SHIP P3,,P3
6,203010009100050004,CADDIES CHEEZ-IT OTG MOD/SHIP P4,,P4
6,203010009100050005,CADDIES CHEEZ-IT OTG MOD/SHIP P5,,P5
6,203010009100050006,CADDIES CHEEZ-IT OTG MOD/SHIP P6,,P6
5,20301000910007,CADDIES CHEEZ-IT OTG BULK,,BULK
6,203010009100070001,CADDIES CHEEZ-IT OTG BULK P1,,P1
6,203010009100070002,CADDIES CHEEZ-IT OTG BULK P2,,P2
5,20301000910008,CADDIES CHEEZ-IT OTG XL,,XL
6,203010009100080001,CADDIES CHEEZ-IT OTG XL P1,,P1
6,203010009100080002,CADDIES CHEEZ-IT OTG XL P2,,P2
5,20301000910009,CADDIES CHEEZ-IT OTG CANISTER,,CANISTER
6,203010009100090001,CADDIES CHEEZ-IT OTG CANISTER P1,,P1
6,203010009100090002,CADDIES CHEEZ-IT OTG CANISTER P2,,P2
5,20301000910010,CADDIES CHEEZ-IT OTG CLUB PK,,CLUB PK
6,203010009100100001,CADDIES CHEEZ-IT OTG CLUB PK P1,,P1
6,203010009100100002,CADDIES CHEEZ-IT OTG CLUB PK P2,,P2
6,203010009100100003,CADDIES CHEEZ-IT OTG CLUB PK P3,,P3
6,203010009100100004,CADDIES CHEEZ-IT OTG CLUB PK P4,,P4
6,203010009100100005,CADDIES CHEEZ-IT OTG CLUB PK P5,,P5
6,203010009100100006,CADDIES CHEEZ-IT OTG CLUB PK P6,,P6
5,20301000910011,CADDIES CHEEZ-IT OTG L 50CT,,L 50CT
6,203010009100110001,CADDIES CHEEZ-IT OTG L 50CT P1,,P1
6,203010009100110002,CADDIES CHEEZ-IT OTG L 50CT P2,,P2
6,203010009100110003,CADDIES CHEEZ-IT OTG L 50CT P3,,P3
6,203010009100110004,CADDIES CHEEZ-IT OTG L 50CT P4,,P4
6,203010009100110005,CADDIES CHEEZ-IT OTG L 50CT P5,,P5
6,203010009100110006,CADDIES CHEEZ-IT OTG L 50CT P6,,P6
5,20301000910012,CADDIES CHEEZ-IT OTG M 16CT,,M 16CT
6,203010009100120001,CADDIES CHEEZ-IT OTG M 16CT P1,,P1
6,203010009100120002,CADDIES CHEEZ-IT OTG M 16CT P2,,P2
6,203010009100120003,CADDIES CHEEZ-IT OTG M 16CT P3,,P3
6,203010009100120004,CADDIES CHEEZ-IT OTG M 16CT P4,,P4
6,203010009100120005,CADDIES CHEEZ-IT OTG M 16CT P5,,P5
6,203010009100120006,CADDIES CHEEZ-IT OTG M 16CT P6,,P6
5,20301000910013,CADDIES CHEEZ-IT OTG VARIETY XL,,VARIETY XL
6,203010009100130001,CADDIES CHEEZ-IT OTG VARIETY XL P1,,P1
6,203010009100130002,CADDIES CHEEZ-IT OTG VARIETY XL P2,,P2
6,203010009100130003,CADDIES CHEEZ-IT OTG VARIETY XL P3,,P3
5,20301000910014,"CADDIES CHEEZ-IT OTG SS                 ",,SS
6,203010009100140001,"CADDIES CHEEZ-IT OTG SS P1              ",,P1
6,203010009100140002,"CADDIES CHEEZ-IT OTG SS P2              ",,P2
6,203010009100140003,"CADDIES CHEEZ-IT OTG SS P3              ",,P3
6,203010009100140004,"CADDIES CHEEZ-IT OTG SS P4              ",,P4
6,203010009100140005,"CADDIES CHEEZ-IT OTG SS P5              ",,P5
6,203010009100140006,"CADDIES CHEEZ-IT OTG SS P6              ",,P6
5,20301000910015,CADDIES CHEEZ-IT OTG 6CT,,6CT
6,203010009100150001,CADDIES CHEEZ-IT OTG 6CT P1,,P1
6,203010009100150002,CADDIES CHEEZ-IT OTG 6CT P2,,P2
6,203010009100150003,CADDIES CHEEZ-IT OTG 6CT P3,,P3
6,203010009100150004,CADDIES CHEEZ-IT OTG 6CT P4,,P4
6,203010009100150005,CADDIES CHEEZ-IT OTG 6CT P5,,P5
6,203010009100150006,CADDIES CHEEZ-IT OTG 6CT P6,,P6
4,2030100092,CARR'S CRACKERS,,
5,20301000920001,CARR'S CRACKERS XS,,XS
6,203010009200010001,CARR'S CRACKERS XS P1,,P1
6,203010009200010002,CARR'S CRACKERS XS P2,,P2
6,203010009200010003,CARR'S CRACKERS XS P3,,P3
6,203010009200010004,CARR'S CRACKERS XS P4,,P4
6,203010009200010005,CARR'S CRACKERS XS P5,,P5
6,203010009200010006,CARR'S CRACKERS XS P6,,P6
5,20301000920002,CARR'S CRACKERS S,,S
6,203010009200020001,CARR'S CRACKERS S P1,,P1
6,203010009200020002,CARR'S CRACKERS S P2,,P2
6,203010009200020003,CARR'S CRACKERS S P3,,P3
6,203010009200020004,CARR'S CRACKERS S P4,,P4
6,203010009200020005,CARR'S CRACKERS S P5,,P5
6,203010009200020006,CARR'S CRACKERS S P6,,P6
5,20301000920003,CARR'S CRACKERS M,,M
6,203010009200030001,CARR'S CRACKERS M P1,,P1
6,203010009200030002,CARR'S CRACKERS M P2,,P2
6,203010009200030003,CARR'S CRACKERS M P3,,P3
6,203010009200030004,CARR'S CRACKERS M P4,,P4
6,203010009200030005,CARR'S CRACKERS M P5,,P5
6,203010009200030006,CARR'S CRACKERS M P6,,P6
5,20301000920004,CARR'S CRACKERS L,,L
6,203010009200040001,CARR'S CRACKERS L P1,,P1
6,203010009200040002,CARR'S CRACKERS L P2,,P2
6,203010009200040003,CARR'S CRACKERS L P3,,P3
6,203010009200040004,CARR'S CRACKERS L P4,,P4
6,203010009200040005,CARR'S CRACKERS L P5,,P5
6,203010009200040006,CARR'S CRACKERS L P6,,P6
5,20301000920005,CARR'S CRACKERS MOD/SHIP,,MOD/SHIP
6,203010009200050001,CARR'S CRACKERS MOD/SHIP P1,,P1
6,203010009200050002,CARR'S CRACKERS MOD/SHIP P2,,P2
6,203010009200050003,CARR'S CRACKERS MOD/SHIP P3,,P3
6,203010009200050004,CARR'S CRACKERS MOD/SHIP P4,,P4
6,203010009200050005,CARR'S CRACKERS MOD/SHIP P5,,P5
6,203010009200050006,CARR'S CRACKERS MOD/SHIP P6,,P6
5,20301000920006,CARR'S CRACKERS CLUB PK,,CLUB PK
6,203010009200060001,CARR'S CRACKERS CLUB PK P1,,P1
6,203010009200060002,CARR'S CRACKERS CLUB PK P2,,P2
5,20301000920007,CARR'S CRACKERS BULK,,BULK
6,203010009200070001,CARR'S CRACKERS BULK P1,,P1
