T179_PRODH_BRAND,T179T_VTEXT_BRAND_DESC,COUNTRY,CLASS_TYPE,CHAR_NAME_ALT_MKT_SEG,CHAR_VALUE_ALT_MKT_SEG,CHAR_NAME_ALT_CATEGORY,CHAR_VALUE_ALT_CATEGORY,CHAR_NAME_ALT_SUBCAT,CHAR_VALUE_ALT_SUBCAT
2060200273,DO NOT USE,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,BEVERAGES,ALT_CATEGORY,DRINKABLE BREAKFAST,ALT_SUB_CATEGORY,DRINKABLE BREAKFAST
2060999999,BEVERAGES PRODUCT RESERVE,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,BEVERAGES,ALT_CATEGORY,H&W BEVERAGES,ALT_SUB_CATEGORY,H&W BEVERAGES RESERVE
2070100149,KEEBLER CRUSTS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,CONVENIENCE,ALT_CATEGORY,INGREDIENTS,ALT_SUB_CATEGORY,CRUSTS
2070100150,PRIVATE LABEL CRUSTS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,CONVENIENCE,ALT_CATEGORY,INGREDIENTS,ALT_SUB_CATEGORY,CRUSTS
2070200151,KELLOGG'S CROUTETTES STUFFING MIX,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,CONVENIENCE,ALT_CATEGORY,INGREDIENTS,ALT_SUB_CATEGORY,CROUTETTES
2070300152,KELLOGG GRAHAM CRACKER CRUMBS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,CONVENIENCE,ALT_CATEGORY,INGREDIENTS,ALT_SUB_CATEGORY,CRUMBS
2070400154,EGGO SYRUP,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,CONVENIENCE,ALT_CATEGORY,INGREDIENTS,ALT_SUB_CATEGORY,SYRUP
2070999999,INGREDIENTS PRODUCT RESERVE,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,CONVENIENCE,ALT_CATEGORY,INGREDIENTS,ALT_SUB_CATEGORY,INGREDIENTS PRODUCT RESERVE
2080100155,BEAR NAKED TRAIL MIX,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,CONVENIENCE,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,BEAR NAKED TRAIL MIX
2080100267,PURE CLUSTERS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,CONVENIENCE,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,PURE CLUSTERS
2080100286,BEAR NAKED BARK,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,CONVENIENCE,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,BEAR NAKED TRAIL MIX
2080200203,KASHI HERITAGE SIDES,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,PILAF
2080300261,CROSS CATEGORY SNACK BOX,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,CONVENIENCE,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,OTHER CONVENIENCE PRODUCT
2080300297,LEAF JERKY,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,,ALT_CATEGORY,,ALT_SUB_CATEGORY,
2080400312,RXBAR NUT BUTTERS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,CONVENIENCE,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,BUTTER ALTERNATIVES
2080999999,OTHER CONVENIENCE PRODUCT RESERVE,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,CONVENIENCE,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,OTHER CONVENIENCE PRODUCT RES
2090100156,GIRL SCOUT AWARDS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,NON FOOD,ALT_CATEGORY,NON FOOD,ALT_SUB_CATEGORY,NON FOOD PRODUCTS
2090100211,DISPLAYS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,NON FOOD,ALT_CATEGORY,NON FOOD,ALT_SUB_CATEGORY,NON FOOD PRODUCTS
2090100247,SNACKS MISC LICENSING,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,NON FOOD,ALT_CATEGORY,NON FOOD,ALT_SUB_CATEGORY,NON FOOD PRODUCTS
2090100248,IDEAL VIE,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,NON FOOD,ALT_CATEGORY,NON FOOD,ALT_SUB_CATEGORY,NON FOOD PRODUCTS
4010100157,EGGO WAFFLES,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100158,KASHI GOLEAN WAFFLES,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100159,KASHI WAFFLES,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100160,EGGO SPECIAL K WAFFLES,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100161,MIXED FROZEN BRANDS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100205,EGGO NUTRI-GRAIN WAFFLES,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100290,OFF THE GRID WAFFLES,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100303,KELLOGG'S WAFFLES,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010200162,EGGO PANCAKES,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,PANCAKES
4010200163,CINNABON PANCAKES,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,PANCAKES
4010300164,EGGO BAKE SHOP,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,SWEET GOODS
4010300165,EGGO SWEET PIZZA,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,SWEET GOODS
4010300198,EGGO MUFFIN TOPS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,SWEET GOODS
4010300199,EGGO SWEET GOODS NEW,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,SWEET GOODS
4010300200,SPECIAL K MINI LOAVES,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,SWEET GOODS
4010400166,EGGO SAVORY,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,HANDHELD,ALT_SUB_CATEGORY,HH/ENTREES
4010400218,SPECIAL K BKFST HANDHELD,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,HANDHELD,ALT_SUB_CATEGORY,HH/ENTREES
4010400272,LICENSED FROZEN MEALS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,HANDHELD,ALT_SUB_CATEGORY,HH/ENTREES
4010400284,FROZEN AM BAKERY,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,HANDHELD,ALT_SUB_CATEGORY,DONUTS
4010500167,EGGO FRENCH TOAST,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,FRENCH TOAST
4010500201,CINNABON FRENCH TOAST,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,FRENCH TOAST
4010600307,EGGO STUFFED,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,FRENCH TOAST
4010999999,FROZEN BREAKFAST PRODUCT RESERVE,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,FROZEN BREAKFAST PRODUCT RES
4020100168,WORTHINGTON FOODS - CANNED,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,CANNED PRODUCT
4020100169,LOMA LINDA - CANNED,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,CANNED PRODUCT
4020150170,GB VEGGIE BURGERS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE BURGERS
4020150171,MSF VEGGIE BURGERS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE BURGERS
4020150291,DO NOT USE - INCOG BURGERS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE BURGERS
4020200172,GB POULTRY,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,POULTRY
4020200173,MSF POULTRY,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,POULTRY
4020200296,DO NOT USE - INCOG POULTRY,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE MEAL SOLUTIONS
4020250174,MSF HOT DOGS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,HOT DOGS
4020250292,DO NOT USE - INCOG SAUSAGE,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,POULTRY
4020300175,MSF CORN DOGS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,CORN DOGS
4020350176,GB HANDHELDS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE OTHER
4020350251,MSF HANDHELDS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE PRODUCT RESERVE
4020400177,GB BREAKFAST,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE BREAKFAST
4020400178,MSF BREAKFAST,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE BREAKFAST
4020450179,GB MEAL SOLUTIONS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE MEAL SOLUTIONS
4020450180,MSF MEAL SOLUTIONS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE MEAL SOLUTIONS
4020450293,DO NOT USE - INCOG MEAL SOLUTIONS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE OTHER
4020450304,PRIVATE LABEL MEAL SOLUTIONS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE MEAL SOLUTIONS
4020500181,GB - OTHER,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE OTHER
4020500182,MSF - OTHER,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE OTHER
4020500183,MSF ORGANIC - OTHER,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE OTHER
4020500184,WORTHINGTON FOODS - OTHER,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE OTHER
4020550192,MSF ENTREES,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE ENTREES
4020999999,VEGGIE PRODUCT RESERVE,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE PRODUCT RESERVE
4030500185,KASHI PIZZA,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,FROZEN MEALS,ALT_SUB_CATEGORY,PIZZA
4030550186,KASHI ENTRÉE'S,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,FROZEN MEALS,ALT_SUB_CATEGORY,ENTREES
4030600240,KASHI SOUP,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,FROZEN MEALS,ALT_SUB_CATEGORY,SOUPS
4030999999,FROZEN MEALS PRODUCT RESERVE,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,FROZEN MEALS,ALT_SUB_CATEGORY,FROZEN MEALS PRODUCT RESERVE
4040500298,INCOGMEATO BURGERS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACENCY,ALT_SUB_CATEGORY,BURGERS
4040500299,INCOGMEATO GROUND,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACENCY,ALT_SUB_CATEGORY,BURGERS
4040550300,INCOGMEATO CHICKEN,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACENCY,ALT_SUB_CATEGORY,PPA POULTRY
4040550301,DO NOT USE - INCOGMEATO TNDRS,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACENCY,ALT_SUB_CATEGORY,PPA POULTRY
4040600302,INCOGMEATO SAUSAGE,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACENCY,ALT_SUB_CATEGORY,DOGS & DINNER SAUSAGE
4040650305,INCOGMEATO FROZEN BREAKFAST,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACENCY,ALT_SUB_CATEGORY,PPA FROZEN BREAKFAST
4040700306,INCOGMEATO FRESH BREAKFAST,CA,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACENCY,ALT_SUB_CATEGORY,PPA FRESH BREAKFAST
1010100320,RX GRANOLA,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,COLD CEREAL,ALT_SUB_CATEGORY,NAT ORG COLD CEREAL
1010100322,MOUTH OFF,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,CEREAL,ALT_CATEGORY,COLD CEREAL,ALT_SUB_CATEGORY,COLD CEREAL
2010100052,POP-TARTS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,TOASTER PASTRIES,ALT_SUB_CATEGORY,TOASTER PASTRIES
2010100053,POP-TARTS MINI CRISPS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,TOASTER PASTRIES,ALT_SUB_CATEGORY,TOASTER PASTRIES
2010100054,POP-TARTS RAINBOW PALLETS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,TOASTER PASTRIES,ALT_SUB_CATEGORY,TOASTER PASTRIES
2010999999,TOASTER PASTRIES PRODUCT RESERVE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,TOASTER PASTRIES,ALT_SUB_CATEGORY,TOASTER PASTRIES PRODUCT RES
2030100088,ALL BRAN CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100089,AUSTIN CRACKERS OTG,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,OTG CRACKERS
2030100090,BLUE GINGER,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100091,CADDIES CHEEZ-IT OTG,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,OTG CRACKERS
2030100092,CARR'S CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100093,CHEEZ-IT,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,CHEEZ-IT
2030100094,CLUB CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,CLUB CRACKERS
2030100095,GRAHAMS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100096,GRIPZ CRACKERS OTG,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,OTG CRACKERS
2030100097,KASHI HEART TO HEART CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100098,KELLOGG CRACKER BRAND,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100099,KLG CRACKER PACKS OTG,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,OTG CRACKERS
2030100100,KLG LICENSED CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100101,KLG LICENSED CRACKERS OTG,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,OTG CRACKERS
2030100102,KRISPY,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100103,PRIVATE LABEL CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100104,RIGHT BITES CHEEZ-IT OTG,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,OTG CRACKERS
2030100105,SPECIAL K CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,SPECIAL K CRACKERS
2030100106,SPECIAL K CRACKERS OTG,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,OTG CRACKERS
2030100107,SUNSHINE CRACKERS OTHER,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100108,KASHI CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100109,KASHI CRACKERS OTG,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,OTG CRACKERS
2030100110,TOASTED,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100111,TOWN HOUSE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,TOWN HOUSE
2030100112,MIXED CRACKER BRANDS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100113,WHEATABLES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100114,ZESTA SALTINES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100115,OTHER CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100189,BEANATURAL,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100190,KASHI PITA CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100209,CADDIES MIXED CRACKERS OTG,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,OTG CRACKERS
2030100212,AUSTIN CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100236,BEAR NAKED CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100238,KASHI CRISP CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100270,CHEEZ-IT SANDWICH CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,CHEEZ-IT
2030100319,PURE CRACKERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,ALL OTHER CRACKERS
2030100323,CLUB CRACKERS OTG,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,OTG CRACKERS
2030200325,KELLOGG GRAHAM CRUMBS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,CRUMBS
2030999999,CRACKERS PRODUCT RESERVE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,CRACKERS,ALT_SUB_CATEGORY,CRACKERS PRODUCT RESERVE
2035100221,PRINGLES CRISPS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,PRINGLES CRISPS
2035100222,PRINGLES CRISPS SNACK STACKS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,PRINGLES SNACK STACKS
2035100277,PRINGLES WAVY,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,PRINGLES CRISPS
2035100321,PRINGLES HARVEST BLENDS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,PRINGLES CRISPS
2035100324,PRINGLES MINGLES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,PRINGLES MINGLES
