T179_PRODH_BRAND,T179T_VTEXT_BRAND_DESC,CLASS_TYPE,CHAR_NAME,CHAR_VALUE_MFG_CO,COUNTRY,MFG_CO_ABBREV,MFG_COMMENT,INACTIVE,PRIVATE_LABEL
2050600309,RXBAR,FINISHED_GOODS,MFG_COMPANY,INSURGENT BRANDS LLC,CA,,,,
2050600309,RXBAR,FINISHED_GOODS,MFG_COMPANY,INSURGENT BRANDS LLC,US,,,,
2050600310,RXBAR MINIS,FINISHED_GOODS,MFG_COMPANY,INSURGENT BRANDS LLC,CA,,,,
2050600310,RXBAR MINIS,FINISHED_GOODS,MFG_COMPANY,INSURGENT BRANDS LLC,US,,,,
2050600311,RXBAR LAYERS,FINISHED_GOODS,MFG_COMPANY,INSURGENT BRANDS LLC,CA,,,,
2050600311,RXBAR LAYERS,FINISHED_GOODS,MFG_COMPANY,INSURGENT BRANDS LLC,US,,,,
2050600314,RXBAR KIDS,FINISHED_GOODS,MFG_COMPANY,INSURGENT BRANDS LLC,CA,,,,
2050600314,RXBAR KIDS,FINISHED_GOODS,MFG_COMPANY,INSURGENT BRANDS LLC,US,,,,
2050600316,RXBAR PLANT-BASED,FINISHED_GOODS,MFG_COMPANY,INSURGENT BRANDS LLC,CA,,,,
2050600316,RXBAR PLANT-BASED,FINISHED_GOODS,MFG_COMPANY,INSURGENT BRANDS LLC,US,,,,
2050999999,BARS PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2050999999,BARS PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2060100230,SPECIAL K BREAKFAST SHAKE,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2060100230,SPECIAL K BREAKFAST SHAKE,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2060100231,KELLOGG BREAKFAST TG SHAKE,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2060100231,KELLOGG BREAKFAST TG SHAKE,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2060100244,VECTOR SHAKES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2060100244,VECTOR SHAKES,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2060100246,ALL BRAN SHAKES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2060100246,ALL BRAN SHAKES,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2060200145,SPECIAL K POWDERS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2060200145,SPECIAL K POWDERS,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2060200146,ALL BRAN FIBER POWDER,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2060200146,ALL BRAN FIBER POWDER,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2060200147,KASHI GOLEAN POWDERS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2060200147,KASHI GOLEAN POWDERS,FINISHED_GOODS,MFG_COMPANY,KASHI,US,,,,
2060200148,MSF ORGANIC-KAFFREE ROMA,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2060200148,MSF ORGANIC-KAFFREE ROMA,FINISHED_GOODS,MFG_COMPANY,WORTHINGTON,US,,,,
2060200243,KELLOGG BREAKFAST TG POWDER,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2060200243,KELLOGG BREAKFAST TG POWDER,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2060200273,DO NOT USE,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2060200273,DO NOT USE,FINISHED_GOODS,MFG_COMPANY,"DO NOT USE                              ",US,,,,
2060999999,BEVERAGES PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2060999999,BEVERAGES PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2070100149,Kellogg CRUSTS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2070100149,Kellogg CRUSTS,FINISHED_GOODS,MFG_COMPANY,FERRARA CANDY COMPANY,US,,,,
2070100149,Kellogg CRUSTS,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,X,
2070100150,PRIVATE LABEL CRUSTS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2070100150,PRIVATE LABEL CRUSTS,FINISHED_GOODS,MFG_COMPANY,GREAT VALUE WM,US,,,,GREAT VALUE WM
2070100150,PRIVATE LABEL CRUSTS,FINISHED_GOODS,MFG_COMPANY,MARKET BASKET,US,,,,MARKET BASKET
2070100150,PRIVATE LABEL CRUSTS,FINISHED_GOODS,MFG_COMPANY,SYSCO,US,,,,SYSCO
2070100150,PRIVATE LABEL CRUSTS,FINISHED_GOODS,MFG_COMPANY,WEGMANS,US,,,,WEGMANS
2070200151,KELLOGG'S CROUTETTES STUFFING MIX,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2070200151,KELLOGG'S CROUTETTES STUFFING MIX,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2070300152,Kellogg GRAHAM CRACKER CRUMBS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2070300152,Kellogg GRAHAM CRACKER CRUMBS,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2070400154,EGGO SYRUP,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2070400154,EGGO SYRUP,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
2070999999,INGREDIENTS PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2070999999,INGREDIENTS PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2080100155,BEAR NAKED TRAIL MIX,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2080100155,BEAR NAKED TRAIL MIX,FINISHED_GOODS,MFG_COMPANY,BEAR NAKED,US,,,,
2080100267,PURE CLUSTERS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2080100267,PURE CLUSTERS,FINISHED_GOODS,MFG_COMPANY,PURE ORGANIC,US,,,,
2080100286,BEAR NAKED BARK,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2080100286,BEAR NAKED BARK,FINISHED_GOODS,MFG_COMPANY,BEAR NAKED,US,,,,
2080200203,KASHI HERITAGE SIDES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2080200203,KASHI HERITAGE SIDES,FINISHED_GOODS,MFG_COMPANY,KASHI,US,,,,
2080300261,CROSS CATEGORY SNACK BOX,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2080300261,CROSS CATEGORY SNACK BOX,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2080300297,LEAF JERKY,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2080300297,LEAF JERKY,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2080400312,RXBAR NUT BUTTERS,FINISHED_GOODS,MFG_COMPANY,INSURGENT BRANDS LLC,CA,,,,
2080400312,RXBAR NUT BUTTERS,FINISHED_GOODS,MFG_COMPANY,INSURGENT BRANDS LLC,US,,,,
2080999999,OTHER CONVENIENCE PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2080999999,OTHER CONVENIENCE PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2090100156,GIRL SCOUT AWARDS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2090100156,GIRL SCOUT AWARDS,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2090100211,DISPLAYS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2090100211,DISPLAYS,FINISHED_GOODS,MFG_COMPANY,DO NOT USE,US,,,,
2090100247,SNACKS MISC LICENSING,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2090100247,SNACKS MISC LICENSING,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
2090100248,IDEAL VIE,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
2090100248,IDEAL VIE,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
4010100157,EGGO WAFFLES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010100157,EGGO WAFFLES,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
4010100158,KASHI GOLEAN WAFFLES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010100158,KASHI GOLEAN WAFFLES,FINISHED_GOODS,MFG_COMPANY,KASHI,US,,,,
4010100159,KASHI WAFFLES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010100159,KASHI WAFFLES,FINISHED_GOODS,MFG_COMPANY,KASHI,US,,,,
4010100160,EGGO SPECIAL K WAFFLES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010100160,EGGO SPECIAL K WAFFLES,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
4010100161,MIXED FROZEN BRANDS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010100161,MIXED FROZEN BRANDS,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
4010100205,EGGO NUTRI-GRAIN WAFFLES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010100205,EGGO NUTRI-GRAIN WAFFLES,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
4010100290,OFF THE GRID WAFFLES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010100290,OFF THE GRID WAFFLES,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
4010100303,KELLOGG'S WAFFLES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010100303,KELLOGG'S WAFFLES,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
4010200162,EGGO PANCAKES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010200162,EGGO PANCAKES,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
4010200163,CINNABON PANCAKES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010200163,CINNABON PANCAKES,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
4010300164,EGGO BAKE SHOP,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010300164,EGGO BAKE SHOP,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
4010300165,EGGO SWEET PIZZA,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010300165,EGGO SWEET PIZZA,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
4010300198,EGGO MUFFIN TOPS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010300198,EGGO MUFFIN TOPS,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
4010300199,EGGO SWEET GOODS NEW,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010300199,EGGO SWEET GOODS NEW,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
4010300200,SPECIAL K MINI LOAVES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010300200,SPECIAL K MINI LOAVES,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
4010400166,EGGO SAVORY,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010400166,EGGO SAVORY,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
4010400218,SPECIAL K BKFST HANDHELD,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010400218,SPECIAL K BKFST HANDHELD,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
4010400272,LICENSED FROZEN MEALS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010400272,LICENSED FROZEN MEALS,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
4010400284,FROZEN AM BAKERY,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010400284,FROZEN AM BAKERY,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
4010500167,EGGO FRENCH TOAST,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010500167,EGGO FRENCH TOAST,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
4010500201,CINNABON FRENCH TOAST,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010500201,CINNABON FRENCH TOAST,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
4010600307,EGGO STUFFED,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010600307,EGGO STUFFED,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S EGGO,US,,,,
4010999999,FROZEN BREAKFAST PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4010999999,FROZEN BREAKFAST PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,KELLOGG'S,US,,,,
4020100168,WORTHINGTON FOODS - CANNED,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020100168,WORTHINGTON FOODS - CANNED,FINISHED_GOODS,MFG_COMPANY,WORTHINGTON,US,,,,
4020100169,LOMA LINDA - CANNED,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020100169,LOMA LINDA - CANNED,FINISHED_GOODS,MFG_COMPANY,WORTHINGTON,US,,,,
4020150170,GB VEGGIE BURGERS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020150170,GB VEGGIE BURGERS,FINISHED_GOODS,MFG_COMPANY,GARDENBURGER,US,,,,
4020150171,MSF VEGGIE BURGERS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020150171,MSF VEGGIE BURGERS,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020150291,DO NOT USE - INCOG BURGERS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020150291,DO NOT USE - INCOG BURGERS,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020200172,GB POULTRY,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020200172,GB POULTRY,FINISHED_GOODS,MFG_COMPANY,GARDENBURGER,US,,,,
4020200173,MSF POULTRY,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020200173,MSF POULTRY,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020200296,DO NOT USE - INCOG POULTRY,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020200296,DO NOT USE - INCOG POULTRY,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020250174,MSF HOT DOGS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020250174,MSF HOT DOGS,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020250292,DO NOT USE - INCOG SAUSAGE,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020250292,DO NOT USE - INCOG SAUSAGE,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020300175,MSF CORN DOGS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020300175,MSF CORN DOGS,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020350176,GB HANDHELDS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020350176,GB HANDHELDS,FINISHED_GOODS,MFG_COMPANY,GARDENBURGER,US,,,,
4020350251,MSF HANDHELDS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020350251,MSF HANDHELDS,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020400177,GB BREAKFAST,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020400177,GB BREAKFAST,FINISHED_GOODS,MFG_COMPANY,GARDENBURGER,US,,,,
4020400178,MSF BREAKFAST,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020400178,MSF BREAKFAST,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020450179,GB MEAL SOLUTIONS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020450179,GB MEAL SOLUTIONS,FINISHED_GOODS,MFG_COMPANY,GARDENBURGER,US,,,,
4020450180,MSF MEAL SOLUTIONS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020450180,MSF MEAL SOLUTIONS,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020450293,DO NOT USE - INCOG MEAL SOLUTIONS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020450293,DO NOT USE - INCOG MEAL SOLUTIONS,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020450304,PRIVATE LABEL MEAL SOLUTIONS,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020450304,PRIVATE LABEL MEAL SOLUTIONS,FINISHED_GOODS,MFG_COMPANY,ROMA,US,,,,
4020500181,GB - OTHER,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020500181,GB - OTHER,FINISHED_GOODS,MFG_COMPANY,GARDENBURGER,US,,,,
4020500182,MSF - OTHER,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020500182,MSF - OTHER,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020500183,MSF ORGANIC - OTHER,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020500183,MSF ORGANIC - OTHER,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020500184,WORTHINGTON FOODS - OTHER,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020500184,WORTHINGTON FOODS - OTHER,FINISHED_GOODS,MFG_COMPANY,WORTHINGTON,US,,,,
4020550192,MSF ENTREES,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020550192,MSF ENTREES,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4020999999,VEGGIE PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4020999999,VEGGIE PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4030500185,KASHI PIZZA,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4030500185,KASHI PIZZA,FINISHED_GOODS,MFG_COMPANY,KASHI,US,,,,
4030550186,KASHI ENTR?E'S,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4030550186,KASHI ENTR?E'S,FINISHED_GOODS,MFG_COMPANY,KASHI,US,,,,
4030600240,KASHI SOUP,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4030600240,KASHI SOUP,FINISHED_GOODS,MFG_COMPANY,KASHI,US,,,,
4030999999,FROZEN MEALS PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4030999999,FROZEN MEALS PRODUCT RESERVE,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4040500298,"INCOGMEATO BURGERS                      ",FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4040500298,"INCOGMEATO BURGERS                      ",FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4040500299,"INCOGMEATO GROUND             ",FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4040500299,"INCOGMEATO GROUND                 ",FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4040550300,"INCOGMEATO NUGGETS                      ",FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4040550300,"INCOGMEATO NUGGETS                      ",FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4040550301,"INCOGMEATO TENDERS                      ",FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4040550301,"INCOGMEATO TENDERS                      ",FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4040600302,"INCOGMEATO SAUSAGE                      ",FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4040600302,"INCOGMEATO SAUSAGE                      ",FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4040650305,INCOGMEATO FROZEN BREAKFAST,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4040650305,INCOGMEATO FROZEN BREAKFAST,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
4040700306,INCOGMEATO FRESH BREAKFAST,FINISHED_GOODS,MFG_COMPANY,CANADA,CA,,,,
4040700306,INCOGMEATO FRESH BREAKFAST,FINISHED_GOODS,MFG_COMPANY,MORNINGSTAR FARMS,US,,,,
